resolution_id,width_px,height_px,run_id,camera_id,model,height_gt_mm,xy_rmse_low_mm,xy_rmse_native_mm,downsampling_penalty_mm
r480x300,480,300,20260808_131913,ihawk2,Homography,10.0,13.422059457028746,13.48259422378515,-0.0605347667564029
r480x300,480,300,20260808_131913,ihawk2,Homography,15.0,18.733270680285507,18.763390301586167,-0.030119621300659816
r480x300,480,300,20260808_131913,ihawk2,Homography,25.0,33.76930457582115,32.88303163946642,0.8862729363547359
r480x300,480,300,20260808_131913,ihawk2,Homography,30.0,39.35354984593119,38.83495724258986,0.5185926033413324
r480x300,480,300,20260808_131913,ihawk2,Homography,35.0,43.70013383238344,42.64928830942155,1.0508455229618932
r480x300,480,300,20260808_131913,ihawk2,Homography,40.0,47.700228388176974,46.843608826534116,0.8566195616428587
r480x300,480,300,20260808_131913,ihawk2,Homography,45.0,53.82640472889882,53.55578740228672,0.27061732661210414
r480x300,480,300,20260808_131913,ihawk2,Homography,50.0,64.50658519144653,63.79221944825686,0.7143657431896742
r480x300,480,300,20260808_131913,ihawk2,PnP,0.0,3.901230585226688,3.1506071337075894,0.7506234515190986
r480x300,480,300,20260808_131913,ihawk2,PnP,5.0,4.590325500866498,4.021511664858351,0.5688138360081467
r480x300,480,300,20260808_131913,ihawk2,PnP,10.0,6.897366765964793,6.2351804122131265,0.6621863537516663
r480x300,480,300,20260808_131913,ihawk2,PnP,15.0,5.9443682654434955,6.010846017607631,-0.06647775216413532
r480x300,480,300,20260808_131913,ihawk2,PnP,25.0,15.501192489415578,7.064792084295011,8.436400405120567
r480x300,480,300,20260808_131913,ihawk2,PnP,30.0,10.933990534112809,5.945145029076799,4.98884550503601
r480x300,480,300,20260808_131913,ihawk2,PnP,35.0,10.875996807958272,4.534151734986399,6.341845072971872
r480x300,480,300,20260808_131913,ihawk2,PnP,40.0,10.07658762683434,3.8168283093151967,6.259759317519144
r480x300,480,300,20260808_131913,ihawk2,PnP,45.0,8.037385962517963,4.004870294873836,4.032515667644127
r480x300,480,300,20260808_131913,ihawk2,PnP,50.0,8.07822609959768,5.714523242912588,2.3637028566850926
r480x300,480,300,20260808_141232,ihawk1,Affine,0.0,11.856702338567715,11.68701645332927,0.16968588523844375
r480x300,480,300,20260808_141232,ihawk1,Affine,5.0,16.43650113449057,16.454458966968538,-0.01795783247796834
r480x300,480,300,20260808_141232,ihawk1,Affine,10.0,20.73832137113783,19.965554069884753,0.7727673012530758
r480x300,480,300,20260808_141232,ihawk1,Affine,15.0,26.641917128381447,26.21227240460973,0.42964472377171603
r480x300,480,300,20260808_141232,ihawk1,Affine,20.0,32.68576736441533,31.967638336765756,0.7181290276495709
r480x300,480,300,20260808_141232,ihawk1,Affine,25.0,39.68452480952463,37.720559664793996,1.9639651447306363
r480x300,480,300,20260808_141232,ihawk1,Affine,35.0,53.0828555059092,52.457832088045436,0.6250234178637655
r480x300,480,300,20260808_141232,ihawk1,Affine,40.0,60.772376240876255,59.3634920688673,1.4088841720089533
r480x300,480,300,20260808_141232,ihawk1,Affine,45.0,68.654981588607,68.39797866221284,0.2570029263941649
r480x300,480,300,20260808_141232,ihawk1,Affine,50.0,75.8045423571154,74.44702567090616,1.3575166862092374
r480x300,480,300,20260808_141232,ihawk1,Homography,0.0,0.7904871810836589,0.3725667074259977,0.4179204736576612
r480x300,480,300,20260808_141232,ihawk1,Homography,5.0,13.331187011232863,12.304936187942097,1.0262508232907663
r480x300,480,300,20260808_141232,ihawk1,Homography,10.0,18.943430643231892,17.831316582255525,1.1121140609763671
r480x300,480,300,20260808_141232,ihawk1,Homography,15.0,26.812968034194764,25.855843738338315,0.957124295856449
