resolution_id,width_px,height_px,camera_id,model,height_gt_mm,n_independent_rebuilds,xy_rmse_mean_mm,xy_rmse_sd_mm,xy_rmse_median_mm,xy_rmse_p95_across_rebuilds_mm,xy_rmse_min_mm,xy_rmse_max_mm
r640x400,640,400,ihawk1,PnP,5.0,5,9.525929818229752,3.1226654077127534,7.869083491299328,13.571395948096301,6.6059649244645,14.137692144712435
r640x400,640,400,ihawk1,PnP,10.0,5,8.63722384954924,2.6362441251995774,8.962708240622387,11.288095453665534,4.473162002653921,11.736888764760824
r640x400,640,400,ihawk1,PnP,15.0,5,9.01310709008375,2.287463613686574,9.206031131592082,11.785298598791183,6.201199960054956,12.336213196222781
r640x400,640,400,ihawk1,PnP,20.0,5,10.11669821426866,0.9871455994479063,9.862875286656436,11.39461714666815,8.997122394126453,11.657909406451703
r640x400,640,400,ihawk1,PnP,25.0,5,9.538942795127777,1.792057839461041,9.487649885925615,11.347278269865116,6.8471957964728825,11.483061611579119
r640x400,640,400,ihawk1,PnP,30.0,4,10.31215130086284,1.5121018292702038,10.049699195701834,12.045456978025701,8.761034706174286,12.388172105873405
r640x400,640,400,ihawk1,PnP,35.0,5,10.01382754258635,3.8762881156698845,8.65026581055221,15.309013466521947,6.837855447160101,16.650321689861286
r640x400,640,400,ihawk1,PnP,40.0,5,9.802870067542385,2.3237142357194585,9.381586569116003,12.765087918139375,7.044632641804034,13.411333636908836
r640x400,640,400,ihawk1,PnP,45.0,5,9.88072377039408,3.0521030934575273,9.025212889517883,14.014141044623575,7.306535901566582,14.963693649421282
r640x400,640,400,ihawk1,PnP,50.0,5,10.629156928932556,3.4360174125305827,10.480496144991003,14.971799067139408,6.606445749114683,16.04913746824661
r640x400,640,400,ihawk2,Affine,0.0,5,12.678411618262329,0.03300429904467585,12.681638616179459,12.71472670219942,12.630059640994292,12.721117958732739
r640x400,640,400,ihawk2,Affine,5.0,5,14.105712970689932,0.5727529334970548,13.897139856727618,14.849310585005597,13.507228907784697,14.972591964346922
r640x400,640,400,ihawk2,Affine,10.0,5,16.40161568520369,0.9819014869334912,15.946306650548104,17.7143930948134,15.519421629229772,17.950458775364673
r640x400,640,400,ihawk2,Affine,15.0,5,21.101225733633473,1.0301885167201432,21.07335633393816,22.320638027152352,19.71220792579549,22.542214334543456
r640x400,640,400,ihawk2,Affine,20.0,5,25.955385658477404,1.3429178815941323,26.260911850246444,27.330769520327006,24.090866145559463,27.460396205614874
r640x400,640,400,ihawk2,Affine,25.0,5,30.829224290578246,1.8232757932070323,31.39782328815271,32.301578099097355,27.75608504468979,32.420994268832835
r640x400,640,400,ihawk2,Affine,30.0,4,35.71449850869476,1.9318869898772153,35.85741385302761,37.513054318727626,33.55275333400889,37.590412994714946
r640x400,640,400,ihawk2,Affine,35.0,5,40.435049777453365,1.78767926128519,40.22796765636512,42.56997921532996,38.07477688088132,42.91421760985137
r640x400,640,400,ihawk2,Affine,40.0,5,45.25312718769093,2.1126747157519827,46.00776429069211,47.47722497503844,42.86826082880243,47.74506737646446
r640x400,640,400,ihawk2,Affine,45.0,5,50.79480345468611,1.9972820570678966,50.60075542187305,53.08583026053759,48.06416196240074,53.387679852988256
r640x400,640,400,ihawk2,Affine,50.0,5,56.43232538360544,1.9867883239328985,56.493695778044504,58.47315366217059,53.449605893105556,58.67156925484644
r640x400,640,400,ihawk2,Homography,0.0,5,0.08439031302110274,0.05293749285054589,0.05996151568449164,0.15429247332113802,0.03511575919830656,0.16584547087480725
r640x400,640,400,ihawk2,Homography,5.0,5,6.450021507350328,1.2752028744574113,6.100788795404528,8.058692778791915,4.95032815533951,8.325417732942144
r640x400,640,400,ihawk2,Homography,10.0,5,11.093900059057749,1.485544875109142,10.396603781590764,13.096924992084721,9.785253713084805,13.48259422378515
r640x400,640,400,ihawk2,Homography,15.0,5,18.268793494695366,1.2963735258556346,18.37330280099933,19.728667855847018,16.437820835234895,19.96998724441223
r640x400,640,400,ihawk2,Homography,20.0,5,24.76446836938568,1.6100744982639357,25.083345398046827,26.395352630383737,22.511711656233413,26.527331253643414
r640x400,640,400,ihawk2,Homography,25.0,5,30.998123802038627,2.196399251053031,31.633217151187036,32.75526013874384,27.285310608716525,32.88303163946642
r640x400,640,400,ihawk2,Homography,30.0,4,37.249696833578085,2.2803472940636187,37.366188563202705,39.402726465917624,34.76348917316674,39.50292103474017
r640x400,640,400,ihawk2,Homography,35.0,5,43.3852337913647,2.1107153582901796,43.04817050293762,45.89749526553695,40.58786582084078,46.28221066802041
r640x400,640,400,ihawk2,Homography,40.0,5,49.659314916811766,2.493956170237583,50.45642655764813,52.30301236762927,46.843608826534116,52.60529090073558
r640x400,640,400,ihawk2,Homography,45.0,5,56.863333035373536,2.47610846835202,56.386973628127,59.703488302372484,53.55578740228672,60.018437777952386
r640x400,640,400,ihawk2,Homography,50.0,5,64.24298387116072,2.5091957401786495,64.05357747922912,66.88267743490505,60.47738066181976,67.1738818026758
r640x400,640,400,ihawk2,PnP,0.0,5,3.2109959654585376,0.2198833074182353,3.2083402385721373,3.4575647576720163,2.89504214399697,3.4956111591146963
r640x400,640,400,ihawk2,PnP,5.0,5,4.684221607093903,1.9520149347424236,4.021511664858351,7.119121919713057,2.546731370125551,7.431663531683933
r640x400,640,400,ihawk2,PnP,10.0,5,4.336879943472043,2.088004175263368,4.5170532702417905,6.439792810102411,1.8997969993203554,6.490945909574732
r640x400,640,400,ihawk2,PnP,15.0,5,4.929406998075606,1.3018769687938785,5.694755592068176,5.977481976130216,3.1156590711425123,6.010846017607631
r640x400,640,400,ihawk2,PnP,20.0,5,4.929198096953499,1.6923364978917623,5.495476138782395,6.8174775814865285,3.060700946409198,7.126844720901166
r640x400,640,400,ihawk2,PnP,25.0,5,4.78591695481763,1.6644341807713456,4.648439682274815,6.694009211252107,2.408319356998828,7.064792084295011
r640x400,640,400,ihawk2,PnP,30.0,4,3.9777674547378625,1.97708074583804,3.9772143610134814,5.861815402527834,2.011496067847687,5.945145029076799
r640x400,640,400,ihawk2,PnP,35.0,5,4.3304969545084955,1.2714355283987677,4.534151734986399,5.7313930404216835,2.8193054121574233,5.880992730813387
r640x400,640,400,ihawk2,PnP,40.0,5,4.506889918325741,1.7088587321008595,3.8168283093151967,6.853842008852624,3.2584626841023034,7.399086001754912
r640x400,640,400,ihawk2,PnP,45.0,5,5.456180413109924,4.622046030810508,4.004870294873836,11.666172998225875,1.7605584717795548,13.537660799501941
r640x400,640,400,ihawk2,PnP,50.0,5,4.543397800299192,0.9626021961217498,4.867584173948864,5.560463779180191,3.2269232812729514,5.714523242912588
r480x300,480,300,ihawk1,Affine,0.0,5,11.677348655226448,0.30443312267959044,11.600679660398956,12.040974142895703,11.29162612133197,12.087042093977699
r480x300,480,300,ihawk1,Affine,5.0,4,13.944148579881453,1.8351899169777497,13.652245271657916,16.048671298555067,12.035602641719406,16.43650113449057
r480x300,480,300,ihawk1,Affine,10.0,4,17.7209780379657,2.0317140264138582,16.916218990743456,20.169724121159867,16.31315279923807,20.73832137113783
r480x300,480,300,ihawk1,Affine,15.0,4,24.176351604814997,1.7057766332870254,23.61360009576901,26.23751635609677,22.836289099340522,26.641917128381447
r480x300,480,300,ihawk1,Affine,20.0,3,29.896107780285018,2.657898000653003,29.609326423703468,32.37812327034414,27.39322955273626,32.68576736441533
r480x300,480,300,ihawk1,Affine,25.0,3,36.88640951813044,2.9254924941170732,37.126381904246315,39.4287105189968,33.84832184062037,39.68452480952463
r480x300,480,300,ihawk1,Affine,30.0,3,43.38777611265971,1.4298926591516452,43.97463347763704,44.38524609925355,41.757825136464476,44.430869723877606
r480x300,480,300,ihawk1,Affine,35.0,5,49.39446024860359,2.8654371638660074,50.33223412468083,52.57036757891986,45.994949937715376,53.0828555059092
r480x300,480,300,ihawk1,Affine,40.0,2,58.23804564980661,3.5840846934277173,58.23804564980661,60.51894318176929,55.70371505873696,60.772376240876255
r480x300,480,300,ihawk1,Affine,45.0,2,64.30246016328674,6.155394830207394,64.30246016328674,68.21972944607498,59.94993873796647,68.654981588607
r480x300,480,300,ihawk1,Affine,50.0,4,70.20090816742908,4.201724371820467,69.65047358514929,74.96901827492533,65.69814314230236,75.8045423571154
r480x300,480,300,ihawk1,Homography,0.0,5,0.5462984210936905,0.20008295131496942,0.4674495823125904,0.7772201076615772,0.33131510153207927,0.7904871810836589
r480x300,480,300,ihawk1,Homography,5.0,4,8.25491315408183,3.7290513697354593,7.664767724055459,12.510016560668898,4.35893015698354,13.331187011232863
r480x300,480,300,ihawk1,Homography,10.0,4,14.759232439527747,2.8652039564500313,13.623527408977914,18.245071371717028,12.846444296923273,18.943430643231892
r480x300,480,300,ihawk1,Homography,15.0,4,24.273071890203877,1.857239196058376,23.769321402775063,26.46464870630521,22.740676721070614,26.812968034194764
r480x300,480,300,ihawk1,Homography,20.0,3,31.727036996150705,3.890065523778131,30.975534212782087,35.44177622434223,28.267551438932234,35.9380253367378
r480x300,480,300,ihawk1,Homography,25.0,3,40.20297091447302,3.6971207628130744,40.33378260811597,43.48303306137097,36.442180356903805,43.8329497783993
r480x300,480,300,ihawk1,Homography,30.0,3,48.77554810942396,1.8811533709293906,48.96659596305362,50.39515830089708,46.80616091567191,50.55388744954635
r480x300,480,300,ihawk1,Homography,35.0,5,56.13966691352766,3.9321158275862906,56.74934226362807,60.46590149953195,51.175931793802285,60.954354913408785
r480x300,480,300,ihawk1,Homography,40.0,2,67.32157815785087,4.540322435808646,67.32157815785087,70.21102166267121,64.11108537471715,70.53207094098458
r480x300,480,300,ihawk1,Homography,45.0,2,74.84209550569699,8.445444265687042,74.84209550569699,80.2167433250573,68.87026459529663,80.81392641609733
r480x300,480,300,ihawk1,Homography,50.0,4,83.06906671772914,5.598533238484742,81.94244511658647,89.6123625146938,77.60213959935477,90.78923703838886
r480x300,480,300,ihawk1,PnP,0.0,5,11.534423440517168,2.9319238247011805,12.27889041297007,14.614403069887185,7.320110816679421,15.049329719664128
r480x300,480,300,ihawk1,PnP,5.0,4,12.912421120827887,3.987561554611133,12.028866678385983,17.59892979235277,9.202673689317024,18.389277437222557
r480x300,480,300,ihawk1,PnP,10.0,4,13.716663993767014,4.322758081379697,11.838069662052082,18.955805931561436,11.022621603966659,20.167895046997227
r480x300,480,300,ihawk1,PnP,15.0,4,12.751888028939469,2.613822433590741,12.916335885381379,15.359922694789097,9.395306605556629,15.779573739438495
r480x300,480,300,ihawk1,PnP,20.0,3,12.688103913987822,0.9568235630041126,12.951020338094922,13.432486604327615,11.627308547737293,13.485982856131248
r480x300,480,300,ihawk1,PnP,25.0,3,13.432955886623311,3.291290990237823,13.496593911893907,16.372429160002948,10.110307338183187,16.69196640979284
r480x300,480,300,ihawk1,PnP,30.0,3,11.225300323862868,2.439935381022275,12.263121251183424,12.903591634685814,8.438024709774657,12.974755010630524
r480x300,480,300,ihawk1,PnP,35.0,5,15.959926547109168,4.853796340026011,14.681089138722186,21.807498371001355,11.094979549946355,22.370681572469262
r480x300,480,300,ihawk1,PnP,40.0,2,16.54524037651918,7.036036751963305,16.54524037651918,21.0229467465111,11.570011076528155,21.520469676510203
r480x300,480,300,ihawk1,PnP,45.0,2,15.668676291694064,3.490521892043705,15.668676291694064,17.890030821463846,13.200504591949862,18.136847991438266
r480x300,480,300,ihawk1,PnP,50.0,4,13.134094444064957,5.159622550219139,14.09369559256741,17.74757826337046,6.2786040702373125,18.070382520887694
r480x300,480,300,ihawk2,Affine,0.0,5,12.676845169619426,0.028331544388178108,12.684751638230193,12.707514927271216,12.647200395718858,12.711111730112187
r480x300,480,300,ihawk2,Affine,5.0,5,14.137554380462001,0.6370556060787673,13.900696599233642,14.962775759352548,13.500077600837498,15.090642560807456
r480x300,480,300,ihawk2,Affine,10.0,5,16.474090680703146,0.9996055280192812,16.151005826731385,17.74587653727062,15.494389490271574,17.92084824201826
r480x300,480,300,ihawk2,Affine,15.0,5,21.14067961599889,1.116505897375803,21.005348284154095,22.492953080540403,19.667654745126786,22.751862450841962
r480x300,480,300,ihawk2,Affine,20.0,4,25.6452024414052,1.4061711470574683,25.69747116900544,27.05018114735476,24.020077177022348,27.165790250587577
r480x300,480,300,ihawk2,Affine,25.0,5,31.14737924901844,1.8677222455998668,31.792611300470064,32.619768469124246,27.953425571538048,32.79080313475318
r480x300,480,300,ihawk2,Affine,30.0,4,35.75243432084322,1.8414403650171762,35.89109934649787,37.49455140527514,33.63917665744038,37.588361932936785
r480x300,480,300,ihawk2,Affine,35.0,5,40.71942009673709,1.679640983489209,40.492682144736726,42.701786648832964,38.42592130452147,43.0376688934145
r480x300,480,300,ihawk2,Affine,40.0,5,45.288163035047624,2.0848911886832524,46.121809704829396,47.41959253304771,42.954321495903784,47.655069559966236
r480x300,480,300,ihawk2,Affine,45.0,5,50.87298182780393,1.9300475960432433,50.92424610673008,52.94570953706422,48.060787265302714,53.19052596147889
r480x300,480,300,ihawk2,Affine,50.0,5,56.526534951415314,1.8991774340665843,56.76279143128481,58.478309745048136,53.611963926486915,58.74667805705847
r480x300,480,300,ihawk2,Homography,0.0,5,0.08727536744397234,0.024285635443992957,0.08836479862262893,0.11071065430439982,0.0512072889088819,0.11169074395100287
r480x300,480,300,ihawk2,Homography,5.0,5,6.57108571414039,1.5022251566965568,6.0618772161632855,8.509333354415258,4.945526944005523,8.832902414033432
r480x300,480,300,ihawk2,Homography,10.0,5,11.336330450829703,1.54518614537741,11.066054178270265,13.208118519073128,9.713047243154909,13.422059457028746
r480x300,480,300,ihawk2,Homography,15.0,5,18.439080019207843,1.4955547833159812,18.301719808698817,20.205147569674278,16.38173325326449,20.57311679202147
r480x300,480,300,ihawk2,Homography,20.0,4,24.45416691444398,1.786707324804487,24.459227102605205,26.297628060038615,22.421301634493457,26.47691181807207
r480x300,480,300,ihawk2,Homography,25.0,5,31.762292001794385,2.3487065596804726,32.59954897342579,33.54219109868434,27.705127176004236,33.76930457582115
r480x300,480,300,ihawk2,Homography,30.0,4,37.74529409082432,2.0269475527806744,37.95102523103962,39.53509728089127,35.511990837686774,39.56713506353129
r480x300,480,300,ihawk2,Homography,35.0,5,44.0296442685036,1.886004050777592,43.726775207591324,46.26076714851352,41.441122137823776,46.67454852594939
r480x300,480,300,ihawk2,Homography,40.0,5,50.01667184162953,2.4102300971797046,50.878215982631495,52.56514572391947,47.320353280266346,52.880389020841505
r480x300,480,300,ihawk2,Homography,45.0,5,57.2451923702734,2.294284255382954,57.315265715795505,59.59251755230937,53.82640472889882,59.799212091952974
r480x300,480,300,ihawk2,Homography,50.0,5,64.54689158888678,2.3251336022420284,64.52022034855663,66.95578497231796,60.9339311618214,67.3350678729935
r480x300,480,300,ihawk2,PnP,0.0,5,3.9586441450486602,0.400580281275289,3.901230585226688,4.450277905530336,3.460769328868788,4.530931954505011
r480x300,480,300,ihawk2,PnP,5.0,5,6.128510848691887,2.987253991653979,4.590325500866498,10.15504559405231,3.8729354655437964,10.875871483643497
r480x300,480,300,ihawk2,PnP,10.0,5,6.634894548178704,3.998330350845675,6.897366765964793,11.140979315189766,2.02356002853982,11.598951249559635
r480x300,480,300,ihawk2,PnP,15.0,5,6.816723898219829,3.3285763391652643,5.9443682654434955,11.106902053170197,3.779978540624079,11.773927500332514
r480x300,480,300,ihawk2,PnP,20.0,4,5.86471489939006,2.329938299786385,5.635785132727419,8.19221601698616,3.8497489515922814,8.337540380513122
r480x300,480,300,ihawk2,PnP,25.0,5,12.807537471313072,4.06606379026263,15.19534036310919,15.449317241954008,5.967035771610353,15.501192489415578
r480x300,480,300,ihawk2,PnP,30.0,4,9.78105140690643,2.1349240435601184,10.051854658600796,11.790554142639303,7.078783883927207,11.94171242649692
r480x300,480,300,ihawk2,PnP,35.0,5,8.997044711918878,1.3473019837759843,9.085708039100627,10.62041165310605,7.536123258160435,10.875996807958272
r480x300,480,300,ihawk2,PnP,40.0,5,8.918946919585137,1.2092583286405858,9.328076337703862,10.031107613457353,7.246870466755956,10.07658762683434
r480x300,480,300,ihawk2,PnP,45.0,5,6.630236504020758,1.557079322813124,6.43591561949837,8.204485088377915,4.485255711440057,8.246259869842904
r480x300,480,300,ihawk2,PnP,50.0,5,6.327717917207716,1.3692493685022156,6.477969348187829,7.893722846498685,4.919138803538788,8.07822609959768
r320x200,320,200,ihawk1,Affine,0.0,1,11.532728831740313,nan,11.532728831740313,11.532728831740313,11.532728831740313,11.532728831740313
r320x200,320,200,ihawk1,Affine,5.0,0,nan,nan,nan,nan,,
r320x200,320,200,ihawk1,Affine,10.0,0,nan,nan,nan,nan,,
r320x200,320,200,ihawk1,Affine,15.0,0,nan,nan,nan,nan,,
r320x200,320,200,ihawk1,Affine,20.0,0,nan,nan,nan,nan,,
r320x200,320,200,ihawk1,Affine,25.0,0,nan,nan,nan,nan,,
r320x200,320,200,ihawk1,Affine,30.0,1,42.968959865023805,nan,42.968959865023805,42.968959865023805,42.968959865023805,42.968959865023805
r320x200,320,200,ihawk1,Affine,35.0,0,nan,nan,nan,nan,,
r320x200,320,200,ihawk1,Affine,40.0,0,nan,nan,nan,nan,,
r320x200,320,200,ihawk1,Affine,45.0,0,nan,nan,nan,nan,,
r320x200,320,200,ihawk1,Affine,50.0,0,nan,nan,nan,nan,,
r320x200,320,200,ihawk1,Homography,0.0,1,0.5797125928380964,nan,0.5797125928380964,0.5797125928380964,0.5797125928380964,0.5797125928380964
r320x200,320,200,ihawk1,Homography,5.0,0,nan,nan,nan,nan,,
r320x200,320,200,ihawk1,Homography,10.0,0,nan,nan,nan,nan,,
r320x200,320,200,ihawk1,Homography,15.0,0,nan,nan,nan,nan,,
r320x200,320,200,ihawk1,Homography,20.0,0,nan,nan,nan,nan,,
r320x200,320,200,ihawk1,Homography,25.0,0,nan,nan,nan,nan,,
r320x200,320,200,ihawk1,Homography,30.0,1,47.97920999337276,nan,47.97920999337276,47.97920999337276,47.97920999337276,47.97920999337276
r320x200,320,200,ihawk1,Homography,35.0,0,nan,nan,nan,nan,,
r320x200,320,200,ihawk1,Homography,40.0,0,nan,nan,nan,nan,,
r320x200,320,200,ihawk1,Homography,45.0,0,nan,nan,nan,nan,,
r320x200,320,200,ihawk1,Homography,50.0,0,nan,nan,nan,nan,,
r320x200,320,200,ihawk1,PnP,0.0,1,17.732551314336796,nan,17.732551314336796,17.732551314336796,17.732551314336796,17.732551314336796
r320x200,320,200,ihawk1,PnP,5.0,0,nan,nan,nan,nan,,
r320x200,320,200,ihawk1,PnP,10.0,0,nan,nan,nan,nan,,
r320x200,320,200,ihawk1,PnP,15.0,0,nan,nan,nan,nan,,
r320x200,320,200,ihawk1,PnP,20.0,0,nan,nan,nan,nan,,
r320x200,320,200,ihawk1,PnP,25.0,0,nan,nan,nan,nan,,
r320x200,320,200,ihawk1,PnP,30.0,1,15.314306940721325,nan,15.314306940721325,15.314306940721325,15.314306940721325,15.314306940721325
r320x200,320,200,ihawk1,PnP,35.0,0,nan,nan,nan,nan,,
r320x200,320,200,ihawk1,PnP,40.0,0,nan,nan,nan,nan,,
r320x200,320,200,ihawk1,PnP,45.0,0,nan,nan,nan,nan,,
r320x200,320,200,ihawk1,PnP,50.0,0,nan,nan,nan,nan,,
r320x200,320,200,ihawk2,Affine,0.0,5,12.463165802668467,0.025805329638768443,12.473985643878997,12.48416719519767,12.419974783433808,12.48660867678784
r320x200,320,200,ihawk2,Affine,5.0,5,13.887825293564195,0.542864466824287,13.663950261525944,14.607232787477045,13.354231984057538,14.738583496783784
r320x200,320,200,ihawk2,Affine,10.0,2,15.987323796819215,0.9876948786184546,15.987323796819215,16.615888968592117,15.288918050404883,16.68572954323355
r320x200,320,200,ihawk2,Affine,15.0,4,20.976141007685364,1.1086427728680877,21.115179988574724,22.03842620077559,19.513834634709728,22.16036941888228
r320x200,320,200,ihawk2,Affine,20.0,3,25.59686943355095,0.7474601940769037,25.741023261486895,26.209680482554553,24.78783153204833,26.261753507117625
r320x200,320,200,ihawk2,Affine,25.0,5,30.555585518515795,1.7638822296589807,31.13714299604506,32.05640833992317,27.681567558671492,32.16867307537563
r320x200,320,200,ihawk2,Affine,30.0,2,35.43719755634841,2.0165125332280125,35.43719755634841,36.720498274282285,34.01130786975522,36.8630872429416
r320x200,320,200,ihawk2,Affine,35.0,2,38.83457475284506,1.9571822641709062,38.83457475284506,40.08011791875702,37.45063790183177,40.218511603858346
r320x200,320,200,ihawk2,Affine,40.0,3,43.73987725744905,1.6208960796246659,43.07630088422855,45.336172117116654,42.55606196734771,45.58726892077089
r320x200,320,200,ihawk2,Affine,45.0,4,50.55454742740505,2.1202447918433562,50.87229976850947,52.512491311714506,47.81863703409548,52.65495313850576
r320x200,320,200,ihawk2,Affine,50.0,3,57.00022836414061,1.2039673154511383,56.74089768217063,58.15554535839286,55.94705897672252,58.31272843352866
r320x200,320,200,ihawk2,Homography,0.0,5,0.22422623336929876,0.06451428949018155,0.21487758094230125,0.3075082761955118,0.1515306940310724,0.32741597147584556
r320x200,320,200,ihawk2,Homography,5.0,5,6.55931058465473,1.508440591194671,6.057187012884419,8.466442207323913,4.845580089850334,8.757048724725895
r320x200,320,200,ihawk2,Homography,10.0,2,10.927635919955867,1.5942388352697694,10.927635919955867,11.942203302081044,9.80033882870567,12.054933011206064
r320x200,320,200,ihawk2,Homography,15.0,4,18.406793290009823,1.6092725398025927,18.48801094277669,20.044397108381194,16.369307718892703,20.28184355559321
r320x200,320,200,ihawk2,Homography,20.0,3,24.986984759578945,1.270411987679297,25.18911944644172,26.04870186307993,23.627623811810945,26.144211020484175
r320x200,320,200,ihawk2,Homography,25.0,5,31.468314688049343,2.153172189256068,32.23631816009471,33.19471322614363,27.849686092560123,33.337251326452154
r320x200,320,200,ihawk2,Homography,30.0,2,37.75795742003618,2.2987048252296303,37.75795742003618,39.22084421291567,36.13252765017007,39.38338718990229
r320x200,320,200,ihawk2,Homography,35.0,2,42.19545223451985,2.088270075930412,42.19545223451985,43.52441917299525,40.718822302880504,43.672082166159186
r320x200,320,200,ihawk2,Homography,40.0,3,48.877844513025195,1.768172771815519,48.53966620418516,50.56558126616742,47.30318439516943,50.79068293972101
r320x200,320,200,ihawk2,Homography,45.0,4,57.07331132058306,2.0745521996773815,57.50595713408963,58.86187642248306,54.334144121374926,58.947186892778056
r320x200,320,200,ihawk2,Homography,50.0,3,65.04675009750815,1.3081760442306916,64.3209655987488,66.33332698990719,64.26236199373979,66.5569227000359
r320x200,320,200,ihawk2,PnP,0.0,5,9.434828174046176,0.6482028077254582,9.267154969243597,10.292838765352256,8.80769281270567,10.534324606266702
r320x200,320,200,ihawk2,PnP,5.0,5,11.884346052602258,4.145998029126,9.897756689028087,16.910947096530595,8.075603325602334,17.317742992031864
r320x200,320,200,ihawk2,PnP,10.0,2,12.099012182615159,8.211103105965444,12.099012182615159,17.324526201140237,6.292885495365071,17.905138869865247
r320x200,320,200,ihawk2,PnP,15.0,4,11.77373057499282,5.627088596281795,9.366249469113445,18.596928853800275,8.199988132429969,20.162435229314426
r320x200,320,200,ihawk2,PnP,20.0,3,14.622014841774236,5.82652524746094,17.699004688930717,18.208379688914157,7.902062925257454,18.26497691113454
r320x200,320,200,ihawk2,PnP,25.0,5,18.126269643343484,1.9627155311895466,17.838226308131937,20.156011321480282,15.859465520385738,20.17119488461618
r320x200,320,200,ihawk2,PnP,30.0,2,16.635316613162068,1.9937330620998797,16.635316613162068,17.90412056444005,15.225534445075425,18.045098781248715
r320x200,320,200,ihawk2,PnP,35.0,2,16.228474356455653,0.833590759162371,16.228474356455653,16.75896826713999,15.639036677917497,16.817912034993807
r320x200,320,200,ihawk2,PnP,40.0,3,13.576887210195586,3.0407434895476033,14.509467763899645,15.888856865887346,10.179071545023355,16.042122321663758
r320x200,320,200,ihawk2,PnP,45.0,4,11.665725181901601,1.9159250135964059,11.755604545029474,13.365362145006252,9.76454968495654,13.387141952590916
r320x200,320,200,ihawk2,PnP,50.0,3,10.742636947427036,2.845794648296981,9.582697103007607,13.544958104992027,8.660004411838752,13.98520932743474
r240x150,240,150,ihawk1,Affine,0.0,0,nan,nan,nan,nan,,
r240x150,240,150,ihawk1,Affine,5.0,0,nan,nan,nan,nan,,
