resolution_id,width_px,height_px,run_id,camera_id,height_gt_mm,frame_index,qc_excluded,n_expected_markers_detected,complete_five_marker_detection,resize_latency_median_ms_excluded_from_pipeline,resize_latency_p95_ms_excluded_from_pipeline,detection_latency_median_ms,detection_latency_p95_ms,detection_timing_repeats
r480x300,480,300,20260808_145501,ihawk1,15.0,2,0,5,1,0.5962,0.60004,3.0868,3.2831200000000003,5
r320x200,320,200,20260808_145501,ihawk1,15.0,2,0,4,0,0.0347,0.035960000000000006,2.0005,2.1193999999999997,5
r240x150,240,150,20260808_145501,ihawk1,15.0,2,0,2,0,0.4128,0.42602,1.6156,1.99792,5
r160x100,160,100,20260808_145501,ihawk1,15.0,2,0,1,0,0.1631,0.16918,2.6233,2.9225399999999997,5
r640x400,640,400,20260808_145501,ihawk1,15.0,3,0,5,1,0.0,0.0,4.8723,6.03904,5
r480x300,480,300,20260808_145501,ihawk1,15.0,3,0,5,1,0.6005,0.6051000000000001,3.0252,3.3033,5
r320x200,320,200,20260808_145501,ihawk1,15.0,3,0,4,0,0.0389,0.04164,2.0071,2.0505999999999998,5
r240x150,240,150,20260808_145501,ihawk1,15.0,3,0,2,0,0.421,0.48384,1.4939,2.04792,5
r160x100,160,100,20260808_145501,ihawk1,15.0,3,0,1,0,0.1951,0.22638,2.8156,2.9994799999999997,5
r640x400,640,400,20260808_145501,ihawk1,20.0,1,0,5,1,0.0,0.0,5.2622,5.77098,5
r480x300,480,300,20260808_145501,ihawk1,20.0,1,0,5,1,0.6252,0.71644,3.0422,3.4863199999999996,5
r320x200,320,200,20260808_145501,ihawk1,20.0,1,0,5,1,0.0345,0.03754,1.9589,2.1358,5
r240x150,240,150,20260808_145501,ihawk1,20.0,1,0,3,0,0.419,1.3129799999999998,1.3958,1.51542,5
r160x100,160,100,20260808_145501,ihawk1,20.0,1,0,0,0,0.1579,0.19746,2.5263,2.6393400000000002,5
r640x400,640,400,20260808_145501,ihawk1,20.0,2,0,5,1,0.0,0.0,5.1104,5.91932,5
r480x300,480,300,20260808_145501,ihawk1,20.0,2,0,5,1,0.606,0.75892,2.9739,3.6607399999999997,5
r320x200,320,200,20260808_145501,ihawk1,20.0,2,0,5,1,0.0346,0.0373,1.9137,2.66282,5
r240x150,240,150,20260808_145501,ihawk1,20.0,2,0,3,0,0.4152,0.4261,1.3657,1.52436,5
r160x100,160,100,20260808_145501,ihawk1,20.0,2,0,0,0,0.1566,0.17742,2.4948,3.18472,5
r640x400,640,400,20260808_145501,ihawk1,20.0,3,0,5,1,0.0,0.0,5.1714,7.704279999999999,5
r480x300,480,300,20260808_145501,ihawk1,20.0,3,0,5,1,0.6048,0.62158,3.2282,3.87348,5
r320x200,320,200,20260808_145501,ihawk1,20.0,3,0,4,0,0.0348,0.046079999999999996,1.9403,2.1130400000000003,5
r240x150,240,150,20260808_145501,ihawk1,20.0,3,0,3,0,0.422,0.42464,1.4346,2.31386,5
r160x100,160,100,20260808_145501,ihawk1,20.0,3,0,0,0,0.1548,0.16502,2.4478,3.2399999999999998,5
r640x400,640,400,20260808_145501,ihawk1,25.0,1,0,5,1,0.0,0.0,6.8776,7.07506,5
r480x300,480,300,20260808_145501,ihawk1,25.0,1,0,5,1,0.6062,1.5994199999999998,3.6016,3.83542,5
r320x200,320,200,20260808_145501,ihawk1,25.0,1,0,5,1,0.0384,0.04226,2.0833,2.8035799999999997,5
r240x150,240,150,20260808_145501,ihawk1,25.0,1,0,3,0,0.4408,0.82872,1.4003,1.4512399999999999,5
r160x100,160,100,20260808_145501,ihawk1,25.0,1,0,0,0,0.1647,0.18956,2.5636,2.89236,5
r640x400,640,400,20260808_145501,ihawk1,25.0,2,0,5,1,0.0,0.0,6.6002,6.97798,5
r480x300,480,300,20260808_145501,ihawk1,25.0,2,0,5,1,0.5986,0.6025,3.6432,3.925,5
r320x200,320,200,20260808_145501,ihawk1,25.0,2,0,5,1,0.0352,0.040760000000000005,2.0086,2.03256,5
r240x150,240,150,20260808_145501,ihawk1,25.0,2,0,3,0,0.4272,0.5009199999999999,1.4309,1.5281,5
r160x100,160,100,20260808_145501,ihawk1,25.0,2,0,0,0,0.1933,0.2166,2.5383,2.8329799999999996,5
r640x400,640,400,20260808_145501,ihawk1,25.0,3,0,5,1,0.0,0.0,6.6431,7.50612,5
r480x300,480,300,20260808_145501,ihawk1,25.0,3,0,5,1,0.6015,0.6109600000000001,3.607,3.82268,5
r320x200,320,200,20260808_145501,ihawk1,25.0,3,0,4,0,0.0391,0.0431,2.047,2.09002,5
r240x150,240,150,20260808_145501,ihawk1,25.0,3,0,3,0,0.4125,0.42384,1.4535,1.4916800000000001,5
r160x100,160,100,20260808_145501,ihawk1,25.0,3,0,0,0,0.1664,0.17082,2.5229,2.60766,5
r640x400,640,400,20260808_145501,ihawk1,30.0,1,0,5,1,0.0,0.0,5.4591,5.93806,5
r480x300,480,300,20260808_145501,ihawk1,30.0,1,0,5,1,0.63,0.78514,3.1973,3.39202,5
r320x200,320,200,20260808_145501,ihawk1,30.0,1,0,5,1,0.0344,0.0366,1.9235,2.47,5
r240x150,240,150,20260808_145501,ihawk1,30.0,1,0,2,0,0.4142,0.42126,1.3101,1.3393199999999998,5
r160x100,160,100,20260808_145501,ihawk1,30.0,1,0,0,0,0.2085,0.21694,2.4891,2.80908,5
r640x400,640,400,20260808_145501,ihawk1,30.0,2,0,5,1,0.0,0.0,5.1101,5.73606,5
r480x300,480,300,20260808_145501,ihawk1,30.0,2,0,5,1,0.6061,0.7695799999999999,3.0728,3.57746,5
r320x200,320,200,20260808_145501,ihawk1,30.0,2,0,5,1,0.0423,0.04576,1.953,2.41988,5
r240x150,240,150,20260808_145501,ihawk1,30.0,2,0,2,0,0.4243,0.43072,1.3252,1.36452,5
r160x100,160,100,20260808_145501,ihawk1,30.0,2,0,0,0,0.178,0.19791999999999998,2.3903,2.5568400000000002,5
r640x400,640,400,20260808_145501,ihawk1,30.0,3,0,5,1,0.0,0.0,4.9345,5.16988,5
r480x300,480,300,20260808_145501,ihawk1,30.0,3,0,5,1,0.6013,0.6103799999999999,3.0441,3.4666599999999996,5
r320x200,320,200,20260808_145501,ihawk1,30.0,3,0,5,1,0.0352,0.0474,1.9212,1.94542,5
r240x150,240,150,20260808_145501,ihawk1,30.0,3,0,2,0,0.4262,0.53742,1.3347,1.39058,5
r160x100,160,100,20260808_145501,ihawk1,30.0,3,0,0,0,0.1554,0.16464,2.6418,3.91932,5
r640x400,640,400,20260808_145501,ihawk1,35.0,1,0,5,1,0.0,0.0,5.5927,7.12656,5
r480x300,480,300,20260808_145501,ihawk1,35.0,1,0,5,1,0.6032,0.70154,3.0042,3.65324,5
r320x200,320,200,20260808_145501,ihawk1,35.0,1,0,4,0,0.0346,0.0369,1.8638,2.1287,5
r240x150,240,150,20260808_145501,ihawk1,35.0,1,0,1,0,0.4153,0.42318,1.3814,1.5344,5
r160x100,160,100,20260808_145501,ihawk1,35.0,1,0,1,0,0.1565,0.16786,2.3047,3.30698,5
r640x400,640,400,20260808_145501,ihawk1,35.0,2,0,5,1,0.0,0.0,5.0783,5.37948,5
r480x300,480,300,20260808_145501,ihawk1,35.0,2,0,5,1,0.8957,1.12012,2.9198,3.0939799999999997,5
r320x200,320,200,20260808_145501,ihawk1,35.0,2,0,4,0,0.0381,0.047939999999999997,1.8296,3.0700399999999997,5
r240x150,240,150,20260808_145501,ihawk1,35.0,2,0,1,0,0.4197,0.43498000000000003,1.5205,2.1839399999999998,5
r160x100,160,100,20260808_145501,ihawk1,35.0,2,0,1,0,0.1613,0.16308,2.2842,2.7152,5
r640x400,640,400,20260808_145501,ihawk1,35.0,3,0,5,1,0.0,0.0,4.7739,6.4241399999999995,5
r480x300,480,300,20260808_145501,ihawk1,35.0,3,0,5,1,0.7021,0.76964,3.5439,4.16184,5
r320x200,320,200,20260808_145501,ihawk1,35.0,3,0,4,0,0.0345,0.03678,2.0096,3.10346,5
r240x150,240,150,20260808_145501,ihawk1,35.0,3,0,1,0,0.4159,0.432,1.3655,1.70156,5
r160x100,160,100,20260808_145501,ihawk1,35.0,3,0,1,0,0.1602,0.16574,2.2677,2.75194,5
r640x400,640,400,20260808_145501,ihawk1,40.0,1,0,5,1,0.0,0.0,4.6942,5.0145800000000005,5
r480x300,480,300,20260808_145501,ihawk1,40.0,1,0,4,0,0.6367,1.08272,2.9209,3.00016,5
r320x200,320,200,20260808_145501,ihawk1,40.0,1,0,4,0,0.0344,0.03662,1.8314,2.41676,5
r240x150,240,150,20260808_145501,ihawk1,40.0,1,0,3,0,0.4201,0.43592,1.2079,1.2505,5
r160x100,160,100,20260808_145501,ihawk1,40.0,1,0,0,0,0.1555,0.17342,2.2791,2.9796199999999997,5
r640x400,640,400,20260808_145501,ihawk1,40.0,2,0,5,1,0.0,0.0,4.9068,5.09752,5
r480x300,480,300,20260808_145501,ihawk1,40.0,2,0,4,0,0.6059,0.6089,2.9506,3.5815799999999998,5
r320x200,320,200,20260808_145501,ihawk1,40.0,2,0,4,0,0.0347,0.04538,1.8822,1.9139,5
r240x150,240,150,20260808_145501,ihawk1,40.0,2,0,3,0,0.4535,0.55354,1.2445,1.30222,5
r160x100,160,100,20260808_145501,ihawk1,40.0,2,0,0,0,0.1567,0.1714,2.3269,2.891,5
r640x400,640,400,20260808_145501,ihawk1,40.0,3,0,5,1,0.0,0.0,4.9823,5.40146,5
r480x300,480,300,20260808_145501,ihawk1,40.0,3,0,4,0,0.5993,0.60866,2.9423,3.4404,5
r320x200,320,200,20260808_145501,ihawk1,40.0,3,0,4,0,0.0345,0.0361,2.3671,2.52288,5
r240x150,240,150,20260808_145501,ihawk1,40.0,3,0,3,0,0.4806,0.66054,1.269,1.6935999999999998,5
r160x100,160,100,20260808_145501,ihawk1,40.0,3,0,0,0,0.1578,0.17484,2.3365,3.17894,5
r640x400,640,400,20260808_145501,ihawk1,45.0,1,0,5,1,0.0,0.0,4.9664,5.96528,5
r480x300,480,300,20260808_145501,ihawk1,45.0,1,0,4,0,0.5973,0.6084999999999999,3.1451,3.35066,5
r320x200,320,200,20260808_145501,ihawk1,45.0,1,0,3,0,0.035,0.04068,1.9306,1.96062,5
r240x150,240,150,20260808_145501,ihawk1,45.0,1,0,2,0,0.4675,1.1140999999999999,1.3946,1.9663,5
r160x100,160,100,20260808_145501,ihawk1,45.0,1,0,1,0,0.1871,0.2062,2.3978,2.4647,5
r640x400,640,400,20260808_145501,ihawk1,45.0,2,0,5,1,0.0,0.0,5.2273,6.0789599999999995,5
r480x300,480,300,20260808_145501,ihawk1,45.0,2,0,4,0,0.6119,0.6135200000000001,3.1898,3.7755,5
r320x200,320,200,20260808_145501,ihawk1,45.0,2,0,3,0,0.0346,0.042219999999999994,1.9751,2.86324,5
r240x150,240,150,20260808_145501,ihawk1,45.0,2,0,2,0,0.4172,0.47918,1.4014,1.4477600000000002,5
r160x100,160,100,20260808_145501,ihawk1,45.0,2,0,1,0,0.1971,0.2132,2.1724,3.1843199999999996,5
r640x400,640,400,20260808_145501,ihawk1,45.0,3,0,5,1,0.0,0.0,5.5936,5.8263,5
r480x300,480,300,20260808_145501,ihawk1,45.0,3,0,4,0,0.6072,0.75152,3.258,4.09398,5
r320x200,320,200,20260808_145501,ihawk1,45.0,3,0,3,0,0.0343,0.03608,1.9829,2.70372,5
r240x150,240,150,20260808_145501,ihawk1,45.0,3,0,2,0,0.4151,0.42160000000000003,1.4197,2.2393,5
r160x100,160,100,20260808_145501,ihawk1,45.0,3,0,1,0,0.1529,0.19788,2.3306,3.0723,5
r640x400,640,400,20260808_145501,ihawk1,50.0,1,0,5,1,0.0,0.0,4.8877,6.11132,5
r480x300,480,300,20260808_145501,ihawk1,50.0,1,0,5,1,0.5988,0.6075200000000001,3.07,3.3519,5
r320x200,320,200,20260808_145501,ihawk1,50.0,1,0,3,0,0.0346,0.03688,1.9476,2.1408,5
r240x150,240,150,20260808_145501,ihawk1,50.0,1,0,2,0,0.4182,0.4268,1.3656,2.01396,5
r160x100,160,100,20260808_145501,ihawk1,50.0,1,0,1,0,0.172,0.19478,2.033,2.7374799999999997,5
r640x400,640,400,20260808_145501,ihawk1,50.0,2,0,5,1,0.0,0.0,5.2818,5.4774199999999995,5
r480x300,480,300,20260808_145501,ihawk1,50.0,2,0,5,1,0.6131,0.74812,3.579,3.91614,5
r320x200,320,200,20260808_145501,ihawk1,50.0,2,0,3,0,0.0489,0.09816,2.0906,2.11554,5
r240x150,240,150,20260808_145501,ihawk1,50.0,2,0,2,0,0.4292,0.53124,1.3547,1.48638,5
r160x100,160,100,20260808_145501,ihawk1,50.0,2,0,1,0,0.1942,0.21318,2.019,2.1033399999999998,5
r640x400,640,400,20260808_145501,ihawk1,50.0,3,0,5,1,0.0,0.0,5.7158,6.24204,5
r480x300,480,300,20260808_145501,ihawk1,50.0,3,0,5,1,0.6597,1.5453199999999998,3.5788,4.32882,5
r320x200,320,200,20260808_145501,ihawk1,50.0,3,0,3,0,0.0349,0.04346,2.251,3.2485999999999997,5
r240x150,240,150,20260808_145501,ihawk1,50.0,3,0,2,0,0.4344,0.46866,1.4551,1.57964,5
r160x100,160,100,20260808_145501,ihawk1,50.0,3,0,1,0,0.1696,0.19336,2.4897,2.6127,5
r640x400,640,400,20260808_145501,ihawk2,0.0,1,0,5,1,0.0,0.0,5.1911,6.41686,5
r480x300,480,300,20260808_145501,ihawk2,0.0,1,0,5,1,0.7046,0.9026799999999999,3.1545,3.90224,5
r320x200,320,200,20260808_145501,ihawk2,0.0,1,0,5,1,0.0351,0.04194,1.9101,2.913,5
r240x150,240,150,20260808_145501,ihawk2,0.0,1,0,5,1,0.4208,0.8380599999999999,1.351,1.69828,5
r160x100,160,100,20260808_145501,ihawk2,0.0,1,0,1,0,0.1705,0.39083999999999997,1.6893,2.05326,5
r640x400,640,400,20260808_145501,ihawk2,0.0,2,0,5,1,0.0,0.0,4.5997,5.19144,5
r480x300,480,300,20260808_145501,ihawk2,0.0,2,0,5,1,0.5963,0.6144799999999999,3.065,3.5228599999999997,5
r320x200,320,200,20260808_145501,ihawk2,0.0,2,0,5,1,0.0373,0.03834,1.8047,2.40242,5
r240x150,240,150,20260808_145501,ihawk2,0.0,2,0,5,1,0.5014,0.5505800000000001,1.4574,2.0484999999999998,5
r160x100,160,100,20260808_145501,ihawk2,0.0,2,0,1,0,0.1716,0.35065999999999997,1.9039,2.20996,5
r640x400,640,400,20260808_145501,ihawk2,0.0,3,0,5,1,0.0,0.0,4.3859,5.123200000000001,5
r480x300,480,300,20260808_145501,ihawk2,0.0,3,0,5,1,0.6006,0.71288,2.7442,2.8840600000000003,5
r320x200,320,200,20260808_145501,ihawk2,0.0,3,0,5,1,0.0353,0.038619999999999995,1.739,1.79234,5
r240x150,240,150,20260808_145501,ihawk2,0.0,3,0,5,1,0.4783,0.5191600000000001,1.3284,1.3842999999999999,5
r160x100,160,100,20260808_145501,ihawk2,0.0,3,0,1,0,0.1553,0.1677,1.8125,2.71822,5
r640x400,640,400,20260808_145501,ihawk2,5.0,1,0,5,1,0.0,0.0,4.2408,4.40804,5
r480x300,480,300,20260808_145501,ihawk2,5.0,1,0,5,1,0.6256,0.7442,2.9274,3.12838,5
r320x200,320,200,20260808_145501,ihawk2,5.0,1,0,5,1,0.0346,0.03616,1.8689,2.08222,5
r240x150,240,150,20260808_145501,ihawk2,5.0,1,0,4,0,0.4111,0.4274,1.2281,1.2860800000000001,5
r160x100,160,100,20260808_145501,ihawk2,5.0,1,0,2,0,0.1647,0.17712,1.9529,2.02436,5
r640x400,640,400,20260808_145501,ihawk2,5.0,2,0,5,1,0.0,0.0,4.197,4.42498,5
r480x300,480,300,20260808_145501,ihawk2,5.0,2,0,5,1,0.5978,0.62168,2.8413,3.02868,5
r320x200,320,200,20260808_145501,ihawk2,5.0,2,0,5,1,0.0347,0.03678,1.8475,2.0763599999999998,5
r240x150,240,150,20260808_145501,ihawk2,5.0,2,0,4,0,0.4135,0.42438,1.2272,1.4004599999999998,5
r160x100,160,100,20260808_145501,ihawk2,5.0,2,0,2,0,0.1516,0.16224,2.212,2.34984,5
r640x400,640,400,20260808_145501,ihawk2,5.0,3,0,5,1,0.0,0.0,4.8105,5.54258,5
r480x300,480,300,20260808_145501,ihawk2,5.0,3,0,5,1,0.6018,0.60982,3.0059,3.9531399999999994,5
r320x200,320,200,20260808_145501,ihawk2,5.0,3,0,5,1,0.0342,0.038759999999999996,1.7833,1.80584,5
r240x150,240,150,20260808_145501,ihawk2,5.0,3,0,4,0,0.4447,0.47959999999999997,1.2284,1.2858,5
r160x100,160,100,20260808_145501,ihawk2,5.0,3,0,2,0,0.1545,0.16648000000000002,1.98,2.1563600000000003,5
r640x400,640,400,20260808_145501,ihawk2,10.0,1,0,5,1,0.0,0.0,4.691,5.4853,5
r480x300,480,300,20260808_145501,ihawk2,10.0,1,0,5,1,0.6028,0.60646,2.9187,3.17456,5
r320x200,320,200,20260808_145501,ihawk2,10.0,1,0,5,1,0.0348,0.03644,2.0235,2.2603,5
r240x150,240,150,20260808_145501,ihawk2,10.0,1,0,3,0,0.4197,0.42418,1.3913,1.62392,5
r160x100,160,100,20260808_145501,ihawk2,10.0,1,0,1,0,0.1562,0.16846,1.7939,2.29278,5
r640x400,640,400,20260808_145501,ihawk2,10.0,2,0,5,1,0.0,0.0,4.9702,5.95712,5
r480x300,480,300,20260808_145501,ihawk2,10.0,2,0,5,1,0.6172,0.73798,2.9316,3.2285,5
r320x200,320,200,20260808_145501,ihawk2,10.0,2,0,5,1,0.0345,0.03712,1.969,2.0832,5
r240x150,240,150,20260808_145501,ihawk2,10.0,2,0,3,0,0.4127,0.42436,1.3376,1.3722,5
r160x100,160,100,20260808_145501,ihawk2,10.0,2,0,1,0,0.1999,0.21076,1.966,2.19416,5
r640x400,640,400,20260808_145501,ihawk2,10.0,3,0,5,1,0.0,0.0,5.5617,6.72878,5
r480x300,480,300,20260808_145501,ihawk2,10.0,3,0,5,1,0.6657,0.7102999999999999,3.3238,3.69188,5
r320x200,320,200,20260808_145501,ihawk2,10.0,3,0,5,1,0.0398,0.04288,2.3884,2.76822,5
r240x150,240,150,20260808_145501,ihawk2,10.0,3,0,4,0,0.4401,0.64698,1.6115,2.36284,5
r160x100,160,100,20260808_145501,ihawk2,10.0,3,0,1,0,0.166,0.1829,2.3749,2.64318,5
r640x400,640,400,20260808_145501,ihawk2,15.0,1,0,5,1,0.0,0.0,5.0709,6.0423599999999995,5
r480x300,480,300,20260808_145501,ihawk2,15.0,1,0,5,1,0.6319,0.65998,2.8664,3.96264,5
r320x200,320,200,20260808_145501,ihawk2,15.0,1,0,5,1,0.0347,0.03676,1.9176,2.1244,5
r240x150,240,150,20260808_145501,ihawk2,15.0,1,0,3,0,0.4193,0.43502,1.2326,1.39078,5
r160x100,160,100,20260808_145501,ihawk2,15.0,1,0,1,0,0.1667,0.17996,1.7064,2.07524,5
r640x400,640,400,20260808_145501,ihawk2,15.0,2,0,5,1,0.0,0.0,4.5927,4.7778599999999996,5
r480x300,480,300,20260808_145501,ihawk2,15.0,2,0,5,1,0.6257,0.6795599999999999,2.8221,3.7342799999999996,5
r320x200,320,200,20260808_145501,ihawk2,15.0,2,0,5,1,0.0353,0.044579999999999995,1.9479,2.06904,5
r240x150,240,150,20260808_145501,ihawk2,15.0,2,0,3,0,0.4427,0.47332,1.3107,1.94862,5
r160x100,160,100,20260808_145501,ihawk2,15.0,2,0,1,0,0.1641,0.16862000000000002,2.0095,2.1248799999999997,5
r640x400,640,400,20260808_145501,ihawk2,15.0,3,0,5,1,0.0,0.0,4.4386,5.129560000000001,5
r480x300,480,300,20260808_145501,ihawk2,15.0,3,0,5,1,0.6016,0.62486,2.8998,3.83932,5
r320x200,320,200,20260808_145501,ihawk2,15.0,3,0,5,1,0.0345,0.03752,1.9258,2.17766,5
r240x150,240,150,20260808_145501,ihawk2,15.0,3,0,3,0,0.4167,0.42066,1.3934,2.16574,5
r160x100,160,100,20260808_145501,ihawk2,15.0,3,0,1,0,0.1542,0.16827999999999999,1.8238,2.37758,5
r640x400,640,400,20260808_145501,ihawk2,20.0,1,0,5,1,0.0,0.0,4.9156,5.6024199999999995,5
r480x300,480,300,20260808_145501,ihawk2,20.0,1,0,5,1,0.6829,1.01888,3.3355,3.55304,5
r320x200,320,200,20260808_145501,ihawk2,20.0,1,0,5,1,0.0384,0.04354,2.3904,2.5632599999999996,5
r240x150,240,150,20260808_145501,ihawk2,20.0,1,0,3,0,0.5273,0.6135200000000001,1.7322,2.05462,5
r160x100,160,100,20260808_145501,ihawk2,20.0,1,0,1,0,0.1742,0.22346,2.2832,2.9699999999999998,5
r640x400,640,400,20260808_145501,ihawk2,20.0,2,0,5,1,0.0,0.0,5.8487,6.73792,5
r480x300,480,300,20260808_145501,ihawk2,20.0,2,0,5,1,0.6621,0.97008,3.6179,4.4233199999999995,5
r320x200,320,200,20260808_145501,ihawk2,20.0,2,0,5,1,0.035,0.04382,2.2705,2.3582,5
r240x150,240,150,20260808_145501,ihawk2,20.0,2,0,3,0,0.4773,0.49822000000000005,1.5602,1.7332400000000001,5
r160x100,160,100,20260808_145501,ihawk2,20.0,2,0,1,0,0.1712,0.19125999999999999,2.2526,2.65816,5
r640x400,640,400,20260808_145501,ihawk2,20.0,3,0,5,1,0.0,0.0,5.4563,5.63688,5
r480x300,480,300,20260808_145501,ihawk2,20.0,3,0,5,1,0.6767,0.93174,3.9458,4.3,5
r320x200,320,200,20260808_145501,ihawk2,20.0,3,0,5,1,0.0414,0.04706,2.041,2.64512,5
r240x150,240,150,20260808_145501,ihawk2,20.0,3,0,4,0,0.434,0.51442,1.7349,2.0968199999999997,5
r160x100,160,100,20260808_145501,ihawk2,20.0,3,0,1,0,0.1617,0.17114,2.2939,2.4209400000000003,5
r640x400,640,400,20260808_145501,ihawk2,25.0,1,0,5,1,0.0,0.0,5.2308,6.2649799999999995,5
r480x300,480,300,20260808_145501,ihawk2,25.0,1,0,5,1,0.5999,0.60532,3.0201,3.2994399999999997,5
r320x200,320,200,20260808_145501,ihawk2,25.0,1,0,5,1,0.0346,0.03862,1.7539,1.76888,5
r240x150,240,150,20260808_145501,ihawk2,25.0,1,0,4,0,0.4678,0.50048,1.4008,1.4650999999999998,5
r160x100,160,100,20260808_145501,ihawk2,25.0,1,0,3,0,0.1563,0.1667,2.0636,2.3066,5
r640x400,640,400,20260808_145501,ihawk2,25.0,2,0,5,1,0.0,0.0,5.3434,5.57568,5
r480x300,480,300,20260808_145501,ihawk2,25.0,2,0,5,1,0.5985,0.60522,3.0321,3.28904,5
r320x200,320,200,20260808_145501,ihawk2,25.0,2,0,5,1,0.0347,0.03712,1.7733,1.9791,5
r240x150,240,150,20260808_145501,ihawk2,25.0,2,0,4,0,0.4156,0.42766000000000004,1.4682,1.66998,5
r160x100,160,100,20260808_145501,ihawk2,25.0,2,0,3,0,0.1563,0.16942000000000002,2.1396,2.35692,5
r640x400,640,400,20260808_145501,ihawk2,25.0,3,0,5,1,0.0,0.0,5.2797,5.67142,5
r480x300,480,300,20260808_145501,ihawk2,25.0,3,0,5,1,0.6433,0.81144,2.9836,3.14112,5
r320x200,320,200,20260808_145501,ihawk2,25.0,3,0,5,1,0.0346,0.03728,1.9037,1.9218199999999999,5
r240x150,240,150,20260808_145501,ihawk2,25.0,3,0,4,0,0.4232,0.43034,1.4288,1.54356,5
r160x100,160,100,20260808_145501,ihawk2,25.0,3,0,3,0,0.1537,0.17128,2.0914,2.2515,5
r640x400,640,400,20260808_145501,ihawk2,30.0,1,0,5,1,0.0,0.0,4.3046,5.63982,5
r480x300,480,300,20260808_145501,ihawk2,30.0,1,0,5,1,0.6086,0.6119600000000001,2.7343,2.98456,5
r320x200,320,200,20260808_145501,ihawk2,30.0,1,0,5,1,0.0407,0.0503,2.0171,2.20854,5
r240x150,240,150,20260808_145501,ihawk2,30.0,1,0,3,0,0.4242,1.1273799999999998,1.2875,1.35912,5
r160x100,160,100,20260808_145501,ihawk2,30.0,1,0,0,0,0.1564,0.17822,2.3884,2.87322,5
r640x400,640,400,20260808_145501,ihawk2,30.0,2,0,5,1,0.0,0.0,4.2611,5.7077599999999995,5
r480x300,480,300,20260808_145501,ihawk2,30.0,2,0,5,1,0.6014,0.60874,2.7984,2.9528399999999997,5
r320x200,320,200,20260808_145501,ihawk2,30.0,2,0,5,1,0.0345,0.03682,1.7331,1.92628,5
r240x150,240,150,20260808_145501,ihawk2,30.0,2,0,3,0,0.417,0.42658,1.26,1.2974999999999999,5
r160x100,160,100,20260808_145501,ihawk2,30.0,2,0,0,0,0.1943,0.2223,1.6059,1.6898799999999998,5
r640x400,640,400,20260808_145501,ihawk2,30.0,3,0,5,1,0.0,0.0,4.4618,4.64996,5
r480x300,480,300,20260808_145501,ihawk2,30.0,3,0,5,1,0.5978,0.60654,2.7497,2.95738,5
r320x200,320,200,20260808_145501,ihawk2,30.0,3,0,5,1,0.0347,0.03682,1.7755,2.01596,5
r240x150,240,150,20260808_145501,ihawk2,30.0,3,0,3,0,0.4121,0.41832,1.3156,1.3571,5
r160x100,160,100,20260808_145501,ihawk2,30.0,3,0,0,0,0.1743,0.19282,1.7169,1.7535,5
r640x400,640,400,20260808_145501,ihawk2,35.0,1,0,5,1,0.0,0.0,4.3455,4.48838,5
r480x300,480,300,20260808_145501,ihawk2,35.0,1,0,5,1,0.603,0.6109,2.8065,2.8865399999999997,5
r320x200,320,200,20260808_145501,ihawk2,35.0,1,0,4,0,0.0348,0.03624,1.7891,1.99084,5
r240x150,240,150,20260808_145501,ihawk2,35.0,1,0,3,0,0.4238,0.42735999999999996,1.3514,1.4189399999999999,5
r160x100,160,100,20260808_145501,ihawk2,35.0,1,0,1,0,0.1655,0.20128,1.6259,1.67448,5
r640x400,640,400,20260808_145501,ihawk2,35.0,2,0,5,1,0.0,0.0,4.355,4.56084,5
r480x300,480,300,20260808_145501,ihawk2,35.0,2,0,5,1,0.6025,0.60938,2.8424,3.0082400000000002,5
r320x200,320,200,20260808_145501,ihawk2,35.0,2,0,4,0,0.0348,0.03628,1.8385,1.9965199999999999,5
r240x150,240,150,20260808_145501,ihawk2,35.0,2,0,3,0,0.4148,0.42678,1.4239,1.7164599999999999,5
r160x100,160,100,20260808_145501,ihawk2,35.0,2,0,1,0,0.1565,0.16548,1.5506,1.58924,5
r640x400,640,400,20260808_145501,ihawk2,35.0,3,0,5,1,0.0,0.0,4.6408,5.2193,5
r480x300,480,300,20260808_145501,ihawk2,35.0,3,0,5,1,0.5942,0.6093999999999999,2.7642,2.9047,5
r320x200,320,200,20260808_145501,ihawk2,35.0,3,0,4,0,0.0349,0.0462,1.7803,1.9895800000000001,5
r240x150,240,150,20260808_145501,ihawk2,35.0,3,0,3,0,0.4151,0.42196,1.4119,1.47996,5
r160x100,160,100,20260808_145501,ihawk2,35.0,3,0,1,0,0.1617,0.1671,1.536,1.54818,5
r640x400,640,400,20260808_145501,ihawk2,40.0,1,0,5,1,0.0,0.0,4.278,5.37038,5
r480x300,480,300,20260808_145501,ihawk2,40.0,1,0,5,1,0.6086,1.31924,2.6666,3.51328,5
r320x200,320,200,20260808_145501,ihawk2,40.0,1,0,5,1,0.0345,0.036559999999999995,1.7693,1.9619199999999999,5
r240x150,240,150,20260808_145501,ihawk2,40.0,1,0,5,1,0.4158,0.42426,1.2992,1.8733,5
r160x100,160,100,20260808_145501,ihawk2,40.0,1,0,1,0,0.155,0.16336,1.6204,2.18992,5
r640x400,640,400,20260808_145501,ihawk2,40.0,2,0,5,1,0.0,0.0,4.5201,4.82988,5
r480x300,480,300,20260808_145501,ihawk2,40.0,2,0,5,1,0.6082,0.61848,2.6935,3.37838,5
