camera,run_id,height_mm,frame_index,geometry,best_reprojection_rmse_px,second_reprojection_rmse_px,n_board_corners
ihawk1,20260808_151001,0.0,3,actual_margin10,0.3685767453436912,12.638534255064481,20
ihawk1,20260808_151001,0.0,3,logged_edge_aligned,1.8809796524180789,12.341416709255721,20
ihawk1,20260808_151001,5.0,1,actual_margin10,0.5364842231870367,12.90848883386656,20
ihawk1,20260808_151001,5.0,1,logged_edge_aligned,2.0483477972246877,12.60534085452081,20
ihawk1,20260808_151001,5.0,2,actual_margin10,0.533396124861655,12.919569581254509,20
ihawk1,20260808_151001,5.0,2,logged_edge_aligned,2.0412059777137133,12.614647374982978,20
ihawk1,20260808_151001,5.0,3,actual_margin10,0.5364434115695244,12.899325233779589,20
ihawk1,20260808_151001,5.0,3,logged_edge_aligned,2.0434231572927484,12.59589637103113,20
ihawk1,20260808_151001,10.0,1,actual_margin10,0.41235712607791447,12.812209848313888,20
ihawk1,20260808_151001,10.0,1,logged_edge_aligned,1.848822316791791,12.49832565366513,20
ihawk1,20260808_151001,10.0,2,actual_margin10,0.4162159501645624,12.825561667263553,20
ihawk1,20260808_151001,10.0,2,logged_edge_aligned,1.84111551878418,12.510349040118882,20
ihawk1,20260808_151001,10.0,3,actual_margin10,0.4109432406851547,12.820934936761184,20
ihawk1,20260808_151001,10.0,3,logged_edge_aligned,1.8400381329553617,12.505286557383943,20
ihawk1,20260808_151001,15.0,1,actual_margin10,0.45971826453987485,12.775947608345607,20
ihawk1,20260808_151001,15.0,1,logged_edge_aligned,1.9187217388588762,12.46278941283006,20
ihawk1,20260808_151001,15.0,2,actual_margin10,0.484250128135336,12.77120177251501,20
ihawk1,20260808_151001,15.0,2,logged_edge_aligned,1.9264998287527315,12.45669534870497,20
ihawk1,20260808_151001,15.0,3,actual_margin10,0.48909021994067203,12.77002608162428,20
ihawk1,20260808_151001,15.0,3,logged_edge_aligned,1.9348266425327796,12.456442824169917,20
ihawk1,20260808_151001,20.0,1,actual_margin10,0.46329841006583705,13.020040539831966,20
ihawk1,20260808_151001,20.0,1,logged_edge_aligned,1.865468274136267,12.692434238012195,20
ihawk1,20260808_151001,20.0,2,actual_margin10,0.4906309027055815,13.027861568247948,20
ihawk1,20260808_151001,20.0,2,logged_edge_aligned,1.8557293867123983,12.696690279483363,20
ihawk1,20260808_151001,20.0,3,actual_margin10,0.5181195197838099,13.021974762671523,20
ihawk1,20260808_151001,20.0,3,logged_edge_aligned,1.8463188834408693,12.688968595931538,20
ihawk1,20260808_151001,25.0,1,actual_margin10,0.6105642022833897,13.017929666847733,20
ihawk1,20260808_151001,25.0,1,logged_edge_aligned,1.8424891579355869,12.674877127468132,20
ihawk1,20260808_151001,25.0,2,actual_margin10,0.691528153419131,13.14470292950439,20
ihawk1,20260808_151001,25.0,2,logged_edge_aligned,1.9229266328467627,12.800302227915125,20
ihawk1,20260808_151001,25.0,3,actual_margin10,0.6296306145275098,13.008257570054408,20
ihawk1,20260808_151001,25.0,3,logged_edge_aligned,1.851199485717669,12.665013817216371,20
ihawk1,20260808_151001,30.0,1,actual_margin10,0.6223382788409324,12.814955224994701,20
ihawk1,20260808_151001,30.0,1,logged_edge_aligned,1.8427118965972134,12.499098026626124,20
ihawk1,20260808_151001,30.0,2,actual_margin10,0.6079659878455222,12.810428330673929,20
ihawk1,20260808_151001,30.0,2,logged_edge_aligned,1.8459183012692726,12.49555358599004,20
ihawk1,20260808_151001,30.0,3,actual_margin10,0.6190888995133027,12.803843839249067,20
ihawk1,20260808_151001,30.0,3,logged_edge_aligned,1.842855683322208,12.488103343080539,20
ihawk1,20260808_151001,35.0,1,actual_margin10,0.5793877961915224,13.051142047158327,20
ihawk1,20260808_151001,35.0,1,logged_edge_aligned,1.7926327115452263,12.705204692303283,20
ihawk1,20260808_151001,35.0,2,actual_margin10,0.6035373288305848,13.071506760738709,20
ihawk1,20260808_151001,35.0,2,logged_edge_aligned,1.794540359883501,12.72347138853542,20
ihawk1,20260808_151001,35.0,3,actual_margin10,0.5867105122797119,13.058428259651473,20
ihawk1,20260808_151001,35.0,3,logged_edge_aligned,1.7946212391863288,12.712348609322595,20
ihawk1,20260808_151001,40.0,1,actual_margin10,0.6276462181994885,12.975006514072248,20
ihawk1,20260808_151001,40.0,1,logged_edge_aligned,1.7855332077356585,12.634263007515392,20
ihawk1,20260808_151001,40.0,2,actual_margin10,0.6365946586345662,12.958024656558376,20
ihawk1,20260808_151001,40.0,2,logged_edge_aligned,1.7822072534190911,12.616784927508848,20
ihawk1,20260808_151001,40.0,3,actual_margin10,0.6172245484072675,12.95759007609656,20
ihawk1,20260808_151001,40.0,3,logged_edge_aligned,1.7796020138832704,12.61804845186224,20
ihawk1,20260808_151001,45.0,1,actual_margin10,1.0646221164818561,12.913271773125757,20
ihawk1,20260808_151001,45.0,1,logged_edge_aligned,2.018602189222904,12.568375878359488,20
ihawk1,20260808_151001,45.0,2,actual_margin10,1.0001987028510844,12.902039689157052,20
ihawk1,20260808_151001,45.0,2,logged_edge_aligned,2.081695361761985,12.572063221155346,20
ihawk1,20260808_151001,45.0,3,actual_margin10,0.9515925079756519,12.894238777275222,20
ihawk1,20260808_151001,45.0,3,logged_edge_aligned,2.046140266715917,12.564819440355587,20
ihawk1,20260808_151001,50.0,1,actual_margin10,0.721097201266152,13.146950719090329,20
ihawk1,20260808_151001,50.0,1,logged_edge_aligned,1.9302444517656718,12.814988879727114,20
ihawk1,20260808_151001,50.0,2,actual_margin10,0.7195101267939323,13.148476744515914,20
ihawk1,20260808_151001,50.0,2,logged_edge_aligned,1.9263614414653714,12.816883924773434,20
ihawk1,20260808_151001,50.0,3,actual_margin10,0.7207319482248482,13.152267334584932,20
ihawk1,20260808_151001,50.0,3,logged_edge_aligned,1.9328833026289332,12.82164311484701,20
ihawk1,20260808_162715,0.0,1,actual_margin10,0.4145428050312365,12.647580686871386,20
ihawk1,20260808_162715,0.0,1,logged_edge_aligned,1.8735614228992283,12.34618674404748,20
ihawk1,20260808_162715,0.0,2,actual_margin10,0.4445331786958977,12.678927518142018,20
ihawk1,20260808_162715,0.0,2,logged_edge_aligned,1.8775083531491916,12.374451212458641,20
ihawk1,20260808_162715,0.0,3,actual_margin10,0.42877220175243,12.6446071406506,20
ihawk1,20260808_162715,0.0,3,logged_edge_aligned,1.8721030283055615,12.341724356150703,20
ihawk1,20260808_162715,5.0,1,actual_margin10,0.5113233119390642,12.913788924445893,20
ihawk1,20260808_162715,5.0,1,logged_edge_aligned,1.8476389468037857,12.590654390548874,20
ihawk1,20260808_162715,5.0,2,actual_margin10,0.5071681075529609,12.90420065460038,20
ihawk1,20260808_162715,5.0,2,logged_edge_aligned,1.8528663248382435,12.581920675950606,20
ihawk1,20260808_162715,5.0,3,actual_margin10,0.5305671281544899,12.914372925878054,20
ihawk1,20260808_162715,5.0,3,logged_edge_aligned,1.8540500683418666,12.590665976574103,20
ihawk1,20260808_162715,10.0,1,actual_margin10,0.5597731061971797,12.891911848344469,20
ihawk1,20260808_162715,10.0,1,logged_edge_aligned,1.8353733480164556,12.563665603934716,20
ihawk1,20260808_162715,10.0,2,actual_margin10,0.5484594264509745,12.88518824935918,20
