camera,height_mm,run_id,bias_kind,b_run_rho_x_mm,b_run_rho_y_mm,b_run_rho_z_mm,b_run_omega_x_rad,b_run_omega_y_rad,b_run_omega_z_rad,gaussian_fit,definition
ihawk2,15.0,20260808_162715,condition_residual,2.080063857775953,-1.2230250393636422,-0.04123566710104459,-2.086730631748592e-05,0.0027656603296280177,-0.0006207270178367932,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,20.0,20260808_131913,condition_residual,2.034082367476772,-2.4930133424101664,-0.34094351413814844,-0.001886837398554527,-0.0015434737224461772,-0.015579551508886595,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,20.0,20260808_141232,condition_residual,0.29080639159509813,2.227782672864655,0.45561001828791076,0.001279193799192756,0.0009066767755340992,0.013472738335247907,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,20.0,20260808_145501,condition_residual,-1.068424511992655,0.6669947719403279,0.20684133798862608,-0.0004334973046514754,-9.765759184305571e-05,0.010688196205985726,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,20.0,20260808_151001,condition_residual,-1.3760835334744654,-0.05634219123279818,-0.5931817732631682,0.0009579691145010745,-0.0023238720984913894,-0.00015272160224048633,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,20.0,20260808_162715,condition_residual,0.11961928639527226,-0.34542191116200327,0.2716739311247673,8.317178950532233e-05,0.00305832663725992,-0.008428661430116996,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,25.0,20260808_131913,condition_residual,1.7597356145766714,-3.049695957954945,-0.024945447989652633,-0.0013681609778149514,-0.002290633213191695,-0.012290867454747069,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,25.0,20260808_141232,condition_residual,-0.7998972500670327,2.9789004855044845,0.2923263797730913,0.0009182027868699582,0.0006663384386173648,0.0068430834046098,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,25.0,20260808_145501,condition_residual,0.9955826780288103,0.532968980537812,-0.18627710181851087,2.9607003818789763e-05,8.366001012936882e-05,0.0042613924897562504,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,25.0,20260808_151001,condition_residual,-2.060839315272536,-0.1051611471006921,-1.0819109091278225,-4.41613205122464e-05,0.0007320138762219337,0.0007059377690470229,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,25.0,20260808_162715,condition_residual,0.1054182727340373,-0.357012360986608,1.0008070791629182,0.00046451250773042583,0.000808620888371382,0.0004804537914335392,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,30.0,20260808_131913,condition_residual,1.5851822894827603,-2.2605782036065714,0.12810525881317555,-0.0012487963155636095,0.000560567352588906,-0.011773803031011873,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,30.0,20260808_141232,condition_residual,-1.1239659134170668,2.3825281413522923,-0.13717461656104163,-0.001318952254463663,-0.0012187692460131224,0.0023431574352753923,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,30.0,20260808_145501,condition_residual,-0.7698652493384018,0.5353312661694819,-0.11353442126712723,0.00043492910653587905,0.0022701337904585143,0.0006984583911923722,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,30.0,20260808_151001,condition_residual,-1.907508459880516,-0.544013302793852,-0.09654526418637831,0.000268306512199621,9.53359402482418e-05,0.003858723314352668,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,30.0,20260808_162715,condition_residual,2.216157333153223,-0.1132679011213884,0.21914904320135536,0.0018645129513067758,-0.0017072678372899283,0.004873463890223699,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,35.0,20260808_131913,condition_residual,-0.6858697168911824,-2.825315185762598,-0.045846537228801415,-0.0019401224723181536,-0.0008987735697570835,-0.012401363842209514,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,35.0,20260808_141232,condition_residual,0.3033340593883073,3.7120128919802466,0.09751647429252364,0.0008974424290144969,-0.0015744930436085221,-0.0010172578835696783,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,35.0,20260808_145501,condition_residual,-0.2592134198023873,1.141775953847248,0.08287345103053144,-0.0011833129298942791,0.0020434340248469615,-0.006228752954647597,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,35.0,20260808_151001,condition_residual,-2.2059302960486726,-1.4366972286441226,-0.18509659374679177,0.0011943882639698406,0.0019054587617590955,0.010393383110102508,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
