camera,ros_frame_count,timestamp,charuco_id,paper_x_mm,paper_y_mm,paper_z_mm,u_raw_px,v_raw_px,u_undist_px,v_undist_px,detected_aruco_markers,detected_charuco_corners
ihawk1,20,1786447086.705744,31,84.0,-17.0,0.0,369.7462463378906,289.9543762207031,369.7462463378906,289.9543762207031,29,44
ihawk1,20,1786447086.705744,40,-91.0,-67.0,0.0,319.9686584472656,222.4801483154297,319.9686584472656,222.4801483154297,29,44
ihawk1,20,1786447086.705744,42,-41.0,-67.0,0.0,338.6331481933594,235.53173828125,338.6331481933594,235.53173828125,29,44
ihawk1,20,1786447086.705744,45,34.0,-67.0,0.0,371.1202697753906,258.0702819824219,371.1202697753906,258.0702819824219,29,44
ihawk1,20,1786447086.705744,47,84.0,-67.0,0.0,395.9457092285156,275.3357238769531,395.9457092285156,275.3357238769531,29,44
ihawk1,21,1786447086.829894,0,-91.0,58.0,0.0,254.36334228515625,247.86231994628906,254.36334228515625,247.86231994628906,28,43
ihawk1,21,1786447086.829894,5,34.0,58.0,0.0,301.5253601074219,293.2936706542969,301.5253601074219,293.2936706542969,28,43
ihawk1,21,1786447086.829894,26,-41.0,-17.0,0.0,313.4690246582031,246.59388732910156,313.4690246582031,246.59388732910156,28,43
ihawk1,21,1786447086.829894,29,34.0,-17.0,0.0,344.833740234375,273.0777282714844,344.833740234375,273.0777282714844,28,43
ihawk1,21,1786447086.829894,42,-41.0,-67.0,0.0,338.6323547363281,235.5305938720703,338.6323547363281,235.5305938720703,28,43
ihawk1,22,1786447086.935758,0,-91.0,58.0,0.0,254.3916473388672,247.9037322998047,254.3916473388672,247.9037322998047,30,46
ihawk1,22,1786447086.935758,26,-41.0,-17.0,0.0,313.4581298828125,246.5965118408203,313.4581298828125,246.5965118408203,30,46
ihawk1,22,1786447086.935758,29,34.0,-17.0,0.0,345.1892395019531,271.4318542480469,345.1892395019531,271.4318542480469,30,46
ihawk1,22,1786447086.935758,40,-91.0,-67.0,0.0,320.00146484375,222.4668426513672,320.00146484375,222.4668426513672,30,46
ihawk1,23,1786447086.995713,0,-91.0,58.0,0.0,254.3430633544922,247.86083984375,254.3430633544922,247.86083984375,28,42
ihawk1,23,1786447086.995713,26,-41.0,-17.0,0.0,313.4696960449219,246.5889892578125,313.4696960449219,246.5889892578125,28,42
ihawk1,23,1786447086.995713,29,34.0,-17.0,0.0,345.1823425292969,271.40972900390625,345.1823425292969,271.40972900390625,28,42
ihawk1,26,1786447087.291934,40,-91.0,-67.0,0.0,319.9675598144531,222.46775817871094,319.9675598144531,222.46775817871094,29,44
ihawk1,29,1786447087.595719,24,-91.0,-17.0,0.0,295.3067626953125,232.1751251220703,295.3067626953125,232.1751251220703,28,43
ihawk1,31,1786447087.819952,24,-91.0,-17.0,0.0,295.2435302734375,232.13804626464844,295.2435302734375,232.13804626464844,28,41
ihawk1,33,1786447088.050872,40,-91.0,-67.0,0.0,319.9878845214844,222.46856689453125,319.9878845214844,222.46856689453125,29,44
ihawk1,34,1786447088.125714,24,-91.0,-17.0,0.0,295.2992248535156,232.17869567871094,295.2992248535156,232.17869567871094,29,44
ihawk2,36,1786447088.272033,40,-91.0,-67.0,0.0,276.72039794921875,275.9225769042969,276.72039794921875,275.9225769042969,31,48
ihawk1,36,1786447088.515665,24,-91.0,-17.0,0.0,295.23321533203125,232.1235809326172,295.23321533203125,232.1235809326172,28,43
ihawk1,37,1786447088.615839,24,-91.0,-17.0,0.0,295.2565612792969,232.15626525878906,295.2565612792969,232.15626525878906,27,39
ihawk1,38,1786447088.685717,24,-91.0,-17.0,0.0,295.236083984375,232.1363525390625,295.236083984375,232.1363525390625,29,44
ihawk1,40,1786447088.945663,24,-91.0,-17.0,0.0,295.2901916503906,232.18397521972656,295.2901916503906,232.18397521972656,28,40
ihawk1,41,1786447089.015662,24,-91.0,-17.0,0.0,295.2511291503906,232.1599578857422,295.2511291503906,232.1599578857422,28,40
ihawk2,42,1786447089.097416,40,-91.0,-67.0,0.0,276.7019958496094,275.9352722167969,276.7019958496094,275.9352722167969,31,48
ihawk1,42,1786447089.115859,24,-91.0,-17.0,0.0,295.2574462890625,232.15086364746094,295.2574462890625,232.15086364746094,28,43
ihawk1,43,1786447089.245737,24,-91.0,-17.0,0.0,295.2694396972656,232.20286560058594,295.2694396972656,232.20286560058594,28,38
ihawk1,45,1786447089.406047,24,-91.0,-17.0,0.0,295.2363586425781,232.1165008544922,295.2363586425781,232.1165008544922,26,35
ihawk1,46,1786447089.535982,24,-91.0,-17.0,0.0,295.25048828125,232.13873291015625,295.25048828125,232.13873291015625,27,37
ihawk1,48,1786447089.775691,24,-91.0,-17.0,0.0,295.2616271972656,232.1694793701172,295.2616271972656,232.1694793701172,30,44
ihawk1,48,1786447089.775691,40,-91.0,-67.0,0.0,320.0173645019531,222.48541259765625,320.0173645019531,222.48541259765625,30,44
ihawk1,49,1786447089.836254,24,-91.0,-17.0,0.0,295.2384948730469,232.11439514160156,295.2384948730469,232.11439514160156,29,42
ihawk1,51,1786447090.030934,24,-91.0,-17.0,0.0,295.2389831542969,232.1187744140625,295.2389831542969,232.1187744140625,27,39
ihawk2,55,1786447090.417054,40,-91.0,-67.0,0.0,276.70941162109375,275.9505920410156,276.70941162109375,275.9505920410156,31,48
ihawk2,62,1786447091.1526,40,-91.0,-67.0,0.0,276.69061279296875,275.95269775390625,276.69061279296875,275.95269775390625,31,48
ihawk2,71,1786447092.102584,40,-91.0,-67.0,0.0,276.7016296386719,275.9378356933594,276.7016296386719,275.9378356933594,31,48
ihawk2,72,1786447092.165986,40,-91.0,-67.0,0.0,276.70184326171875,275.9371032714844,276.70184326171875,275.9371032714844,31,48
ihawk2,83,1786447093.288004,40,-91.0,-67.0,0.0,276.70489501953125,275.92694091796875,276.70489501953125,275.92694091796875,31,48
ihawk2,85,1786447093.522666,40,-91.0,-67.0,0.0,276.70294189453125,275.9360656738281,276.70294189453125,275.9360656738281,31,48
ihawk2,92,1786447094.310879,40,-91.0,-67.0,0.0,276.7369689941406,275.91925048828125,276.7369689941406,275.91925048828125,31,48
ihawk1,106,1786447095.905049,40,-91.0,-67.0,0.0,320.0112609863281,222.47373962402344,320.0112609863281,222.47373962402344,30,44
ihawk2,109,1786447096.102561,40,-91.0,-67.0,0.0,276.7030334472656,275.9360656738281,276.7030334472656,275.9360656738281,31,48
ihawk2,122,1786447097.514258,40,-91.0,-67.0,0.0,276.7027282714844,275.93994140625,276.7027282714844,275.93994140625,31,48
ihawk1,124,1786447097.795708,40,-91.0,-67.0,0.0,319.9999694824219,222.48382568359375,319.9999694824219,222.48382568359375,30,46
ihawk1,125,1786447097.925713,40,-91.0,-67.0,0.0,319.9282531738281,222.47508239746094,319.9282531738281,222.47508239746094,28,38
ihawk1,127,1786447098.115957,40,-91.0,-67.0,0.0,319.9981994628906,222.48468017578125,319.9981994628906,222.48468017578125,29,42
ihawk1,133,1786447098.785656,40,-91.0,-67.0,0.0,319.9894104003906,222.48854064941406,319.9894104003906,222.48854064941406,31,48
ihawk1,134,1786447098.875367,40,-91.0,-67.0,0.0,319.9148864746094,222.4585723876953,319.9148864746094,222.4585723876953,31,48
ihawk1,135,1786447098.941068,40,-91.0,-67.0,0.0,319.9217834472656,222.4810791015625,319.9217834472656,222.4810791015625,30,46
ihawk1,137,1786447099.205084,40,-91.0,-67.0,0.0,320.0158996582031,222.4845733642578,320.0158996582031,222.4845733642578,30,46
ihawk1,142,1786447099.735752,40,-91.0,-67.0,0.0,319.9061584472656,222.4764404296875,319.9061584472656,222.4764404296875,31,48
ihawk1,143,1786447099.905752,40,-91.0,-67.0,0.0,319.9386901855469,222.46849060058594,319.9386901855469,222.46849060058594,31,48
ihawk2,180,1786447101.84261,40,-91.0,-67.0,0.0,276.6979675292969,275.9374694824219,276.6979675292969,275.9374694824219,31,48
ihawk2,184,1786447102.098978,40,-91.0,-67.0,0.0,276.70330810546875,275.94195556640625,276.70330810546875,275.94195556640625,31,48
ihawk2,187,1786447102.272561,40,-91.0,-67.0,0.0,276.7089538574219,275.940673828125,276.7089538574219,275.940673828125,31,48
ihawk2,193,1786447102.562845,40,-91.0,-67.0,0.0,276.6906433105469,275.9363098144531,276.6906433105469,275.9363098144531,31,48
ihawk2,194,1786447102.602559,40,-91.0,-67.0,0.0,276.6907958984375,275.936767578125,276.6907958984375,275.936767578125,31,48
ihawk2,197,1786447102.792648,40,-91.0,-67.0,0.0,276.6966857910156,275.941162109375,276.6966857910156,275.941162109375,31,48
ihawk2,207,1786447103.322597,40,-91.0,-67.0,0.0,276.72491455078125,275.9400329589844,276.72491455078125,275.9400329589844,31,48
ihawk2,216,1786447103.782671,40,-91.0,-67.0,0.0,276.70489501953125,275.9386291503906,276.70489501953125,275.9386291503906,31,48
ihawk2,239,1786447105.042576,40,-91.0,-67.0,0.0,276.70147705078125,275.9437561035156,276.70147705078125,275.9437561035156,31,48
