subset_id,n_points,distribution,trial_index,point_order,corner_index,board_col,board_row,board_x_mm,board_y_mm,u_undist_median_px,v_undist_median_px
N16_clustered_T011,16,clustered,11,5,18,0,3,0.0,75.0,254.88031768798828,275.4424743652344
N16_clustered_T011,16,clustered,11,6,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N16_clustered_T011,16,clustered,11,7,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N16_clustered_T011,16,clustered,11,8,24,0,4,0.0,100.0,263.58941650390625,285.3874206542969
N16_clustered_T011,16,clustered,11,9,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N16_clustered_T011,16,clustered,11,10,28,4,4,100.0,100.0,323.2547912597656,259.6943054199219
N16_clustered_T011,16,clustered,11,11,30,0,5,0.0,125.0,272.9045715332031,295.7793426513672
N16_clustered_T011,16,clustered,11,12,31,1,5,25.0,125.0,289.00128173828125,288.48399353027344
N16_clustered_T011,16,clustered,11,13,32,2,5,50.0,125.0,304.7375946044922,281.62342834472656
N16_clustered_T011,16,clustered,11,14,37,1,6,25.0,150.0,299.1462707519531,299.0100555419922
N16_clustered_T011,16,clustered,11,15,38,2,6,50.0,150.0,315.092529296875,291.53961181640625
N16_clustered_T011,16,clustered,11,16,43,1,7,25.0,175.0,310.14788818359375,310.045654296875
N16_clustered_T012,16,clustered,12,1,7,1,1,25.0,25.0,254.33206176757812,251.9332275390625
N16_clustered_T012,16,clustered,12,2,9,3,1,75.0,25.0,282.7714385986328,241.5723114013672
N16_clustered_T012,16,clustered,12,3,10,4,1,100.0,25.0,295.9626159667969,236.67150115966797
N16_clustered_T012,16,clustered,12,4,13,1,2,25.0,50.0,262.1682434082031,260.2814483642578
N16_clustered_T012,16,clustered,12,5,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N16_clustered_T012,16,clustered,12,6,16,4,2,100.0,50.0,304.5956115722656,243.9715118408203
N16_clustered_T012,16,clustered,12,7,17,5,2,125.0,50.0,317.6033935546875,238.67313385009766
N16_clustered_T012,16,clustered,12,8,19,1,3,25.0,75.0,270.46966552734375,268.8876037597656
N16_clustered_T012,16,clustered,12,9,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N16_clustered_T012,16,clustered,12,10,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N16_clustered_T012,16,clustered,12,11,23,5,3,125.0,75.0,327.05821228027344,245.8694610595703
N16_clustered_T012,16,clustered,12,12,24,0,4,0.0,100.0,263.58941650390625,285.3874206542969
N16_clustered_T012,16,clustered,12,13,30,0,5,0.0,125.0,272.9045715332031,295.7793426513672
N16_clustered_T012,16,clustered,12,14,31,1,5,25.0,125.0,289.00128173828125,288.48399353027344
N16_clustered_T012,16,clustered,12,15,32,2,5,50.0,125.0,304.7375946044922,281.62342834472656
N16_clustered_T012,16,clustered,12,16,38,2,6,50.0,150.0,315.092529296875,291.53961181640625
N16_clustered_T013,16,clustered,13,1,9,3,1,75.0,25.0,282.7714385986328,241.5723114013672
N16_clustered_T013,16,clustered,13,2,10,4,1,100.0,25.0,295.9626159667969,236.67150115966797
N16_clustered_T013,16,clustered,13,3,13,1,2,25.0,50.0,262.1682434082031,260.2814483642578
N16_clustered_T013,16,clustered,13,4,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N16_clustered_T013,16,clustered,13,5,17,5,2,125.0,50.0,317.6033935546875,238.67313385009766
N16_clustered_T013,16,clustered,13,6,19,1,3,25.0,75.0,270.46966552734375,268.8876037597656
N16_clustered_T013,16,clustered,13,7,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N16_clustered_T013,16,clustered,13,8,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N16_clustered_T013,16,clustered,13,9,23,5,3,125.0,75.0,327.05821228027344,245.8694610595703
N16_clustered_T013,16,clustered,13,10,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N16_clustered_T013,16,clustered,13,11,29,5,4,125.0,100.0,336.5635070800781,253.45867156982422
N16_clustered_T013,16,clustered,13,12,31,1,5,25.0,125.0,289.00128173828125,288.48399353027344
N16_clustered_T013,16,clustered,13,13,32,2,5,50.0,125.0,304.7375946044922,281.62342834472656
N16_clustered_T013,16,clustered,13,14,37,1,6,25.0,150.0,299.1462707519531,299.0100555419922
N16_clustered_T013,16,clustered,13,15,39,3,6,75.0,150.0,329.9949645996094,284.4437255859375
N16_clustered_T013,16,clustered,13,16,40,4,6,100.0,150.0,344.27281188964844,277.3101501464844
N16_clustered_T014,16,clustered,14,1,0,0,0,0.0,0.0,231.80699157714844,249.42506408691406
N16_clustered_T014,16,clustered,14,2,6,0,1,0.0,25.0,239.16091918945312,257.6477966308594
N16_clustered_T014,16,clustered,14,3,13,1,2,25.0,50.0,262.1682434082031,260.2814483642578
N16_clustered_T014,16,clustered,14,4,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N16_clustered_T014,16,clustered,14,5,18,0,3,0.0,75.0,254.88031768798828,275.4424743652344
N16_clustered_T014,16,clustered,14,6,19,1,3,25.0,75.0,270.46966552734375,268.8876037597656
N16_clustered_T014,16,clustered,14,7,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N16_clustered_T014,16,clustered,14,8,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N16_clustered_T014,16,clustered,14,9,24,0,4,0.0,100.0,263.58941650390625,285.3874206542969
N16_clustered_T014,16,clustered,14,10,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N16_clustered_T014,16,clustered,14,11,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N16_clustered_T014,16,clustered,14,12,29,5,4,125.0,100.0,336.5635070800781,253.45867156982422
N16_clustered_T014,16,clustered,14,13,31,1,5,25.0,125.0,289.00128173828125,288.48399353027344
N16_clustered_T014,16,clustered,14,14,32,2,5,50.0,125.0,304.7375946044922,281.62342834472656
N16_clustered_T014,16,clustered,14,15,37,1,6,25.0,150.0,299.1462707519531,299.0100555419922
N16_clustered_T014,16,clustered,14,16,39,3,6,75.0,150.0,329.9949645996094,284.4437255859375
N16_clustered_T015,16,clustered,15,1,6,0,1,0.0,25.0,239.16091918945312,257.6477966308594
N16_clustered_T015,16,clustered,15,2,7,1,1,25.0,25.0,254.33206176757812,251.9332275390625
N16_clustered_T015,16,clustered,15,3,8,2,1,50.0,25.0,268.9395446777344,246.52076721191406
N16_clustered_T015,16,clustered,15,4,13,1,2,25.0,50.0,262.1682434082031,260.2814483642578
N16_clustered_T015,16,clustered,15,5,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N16_clustered_T015,16,clustered,15,6,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N16_clustered_T015,16,clustered,15,7,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N16_clustered_T015,16,clustered,15,8,24,0,4,0.0,100.0,263.58941650390625,285.3874206542969
N16_clustered_T015,16,clustered,15,9,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N16_clustered_T015,16,clustered,15,10,28,4,4,100.0,100.0,323.2547912597656,259.6943054199219
N16_clustered_T015,16,clustered,15,11,31,1,5,25.0,125.0,289.00128173828125,288.48399353027344
N16_clustered_T015,16,clustered,15,12,32,2,5,50.0,125.0,304.7375946044922,281.62342834472656
N16_clustered_T015,16,clustered,15,13,34,4,5,100.0,125.0,333.4026794433594,268.28565979003906
N16_clustered_T015,16,clustered,15,14,37,1,6,25.0,150.0,299.1462707519531,299.0100555419922
N16_clustered_T015,16,clustered,15,15,39,3,6,75.0,150.0,329.9949645996094,284.4437255859375
N16_clustered_T015,16,clustered,15,16,41,5,6,125.0,150.0,357.9084167480469,270.3205261230469
N16_clustered_T016,16,clustered,16,1,7,1,1,25.0,25.0,254.33206176757812,251.9332275390625
N16_clustered_T016,16,clustered,16,2,8,2,1,50.0,25.0,268.9395446777344,246.52076721191406
N16_clustered_T016,16,clustered,16,3,13,1,2,25.0,50.0,262.1682434082031,260.2814483642578
N16_clustered_T016,16,clustered,16,4,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N16_clustered_T016,16,clustered,16,5,16,4,2,100.0,50.0,304.5956115722656,243.9715118408203
N16_clustered_T016,16,clustered,16,6,19,1,3,25.0,75.0,270.46966552734375,268.8876037597656
N16_clustered_T016,16,clustered,16,7,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N16_clustered_T016,16,clustered,16,8,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N16_clustered_T016,16,clustered,16,9,24,0,4,0.0,100.0,263.58941650390625,285.3874206542969
N16_clustered_T016,16,clustered,16,10,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N16_clustered_T016,16,clustered,16,11,28,4,4,100.0,100.0,323.2547912597656,259.6943054199219
N16_clustered_T016,16,clustered,16,12,29,5,4,125.0,100.0,336.5635070800781,253.45867156982422
N16_clustered_T016,16,clustered,16,13,31,1,5,25.0,125.0,289.00128173828125,288.48399353027344
N16_clustered_T016,16,clustered,16,14,34,4,5,100.0,125.0,333.4026794433594,268.28565979003906
N16_clustered_T016,16,clustered,16,15,37,1,6,25.0,150.0,299.1462707519531,299.0100555419922
N16_clustered_T016,16,clustered,16,16,40,4,6,100.0,150.0,344.27281188964844,277.3101501464844
N16_clustered_T017,16,clustered,17,1,5,5,0,125.0,0.0,300.5533142089844,225.06234741210938
N16_clustered_T017,16,clustered,17,2,9,3,1,75.0,25.0,282.7714385986328,241.5723114013672
N16_clustered_T017,16,clustered,17,3,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N16_clustered_T017,16,clustered,17,4,17,5,2,125.0,50.0,317.6033935546875,238.67313385009766
N16_clustered_T017,16,clustered,17,5,19,1,3,25.0,75.0,270.46966552734375,268.8876037597656
N16_clustered_T017,16,clustered,17,6,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N16_clustered_T017,16,clustered,17,7,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N16_clustered_T017,16,clustered,17,8,23,5,3,125.0,75.0,327.05821228027344,245.8694610595703
N16_clustered_T017,16,clustered,17,9,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N16_clustered_T017,16,clustered,17,10,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N16_clustered_T017,16,clustered,17,11,29,5,4,125.0,100.0,336.5635070800781,253.45867156982422
N16_clustered_T017,16,clustered,17,12,31,1,5,25.0,125.0,289.00128173828125,288.48399353027344
N16_clustered_T017,16,clustered,17,13,34,4,5,100.0,125.0,333.4026794433594,268.28565979003906
N16_clustered_T017,16,clustered,17,14,37,1,6,25.0,150.0,299.1462707519531,299.0100555419922
N16_clustered_T017,16,clustered,17,15,38,2,6,50.0,150.0,315.092529296875,291.53961181640625
N16_clustered_T017,16,clustered,17,16,43,1,7,25.0,175.0,310.14788818359375,310.045654296875
N16_clustered_T018,16,clustered,18,1,4,4,0,100.0,0.0,287.49256896972656,229.35186767578125
N16_clustered_T018,16,clustered,18,2,8,2,1,50.0,25.0,268.9395446777344,246.52076721191406
N16_clustered_T018,16,clustered,18,3,9,3,1,75.0,25.0,282.7714385986328,241.5723114013672
N16_clustered_T018,16,clustered,18,4,10,4,1,100.0,25.0,295.9626159667969,236.67150115966797
N16_clustered_T018,16,clustered,18,5,16,4,2,100.0,50.0,304.5956115722656,243.9715118408203
N16_clustered_T018,16,clustered,18,6,17,5,2,125.0,50.0,317.6033935546875,238.67313385009766
N16_clustered_T018,16,clustered,18,7,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N16_clustered_T018,16,clustered,18,8,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N16_clustered_T018,16,clustered,18,9,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N16_clustered_T018,16,clustered,18,10,28,4,4,100.0,100.0,323.2547912597656,259.6943054199219
N16_clustered_T018,16,clustered,18,11,31,1,5,25.0,125.0,289.00128173828125,288.48399353027344
N16_clustered_T018,16,clustered,18,12,34,4,5,100.0,125.0,333.4026794433594,268.28565979003906
N16_clustered_T018,16,clustered,18,13,38,2,6,50.0,150.0,315.092529296875,291.53961181640625
N16_clustered_T018,16,clustered,18,14,39,3,6,75.0,150.0,329.9949645996094,284.4437255859375
N16_clustered_T018,16,clustered,18,15,40,4,6,100.0,150.0,344.27281188964844,277.3101501464844
N16_clustered_T018,16,clustered,18,16,45,3,7,75.0,175.0,341.5081787109375,294.6528625488281
N16_clustered_T019,16,clustered,19,1,7,1,1,25.0,25.0,254.33206176757812,251.9332275390625
N16_clustered_T019,16,clustered,19,2,8,2,1,50.0,25.0,268.9395446777344,246.52076721191406
N16_clustered_T019,16,clustered,19,3,9,3,1,75.0,25.0,282.7714385986328,241.5723114013672
N16_clustered_T019,16,clustered,19,4,10,4,1,100.0,25.0,295.9626159667969,236.67150115966797
N16_clustered_T019,16,clustered,19,5,17,5,2,125.0,50.0,317.6033935546875,238.67313385009766
N16_clustered_T019,16,clustered,19,6,18,0,3,0.0,75.0,254.88031768798828,275.4424743652344
N16_clustered_T019,16,clustered,19,7,19,1,3,25.0,75.0,270.46966552734375,268.8876037597656
N16_clustered_T019,16,clustered,19,8,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N16_clustered_T019,16,clustered,19,9,23,5,3,125.0,75.0,327.05821228027344,245.8694610595703
N16_clustered_T019,16,clustered,19,10,24,0,4,0.0,100.0,263.58941650390625,285.3874206542969
N16_clustered_T019,16,clustered,19,11,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N16_clustered_T019,16,clustered,19,12,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N16_clustered_T019,16,clustered,19,13,28,4,4,100.0,100.0,323.2547912597656,259.6943054199219
N16_clustered_T019,16,clustered,19,14,30,0,5,0.0,125.0,272.9045715332031,295.7793426513672
N16_clustered_T019,16,clustered,19,15,32,2,5,50.0,125.0,304.7375946044922,281.62342834472656
N16_clustered_T019,16,clustered,19,16,38,2,6,50.0,150.0,315.092529296875,291.53961181640625
N16_clustered_T020,16,clustered,20,1,0,0,0,0.0,0.0,231.80699157714844,249.42506408691406
N16_clustered_T020,16,clustered,20,2,6,0,1,0.0,25.0,239.16091918945312,257.6477966308594
N16_clustered_T020,16,clustered,20,3,7,1,1,25.0,25.0,254.33206176757812,251.9332275390625
N16_clustered_T020,16,clustered,20,4,8,2,1,50.0,25.0,268.9395446777344,246.52076721191406
N16_clustered_T020,16,clustered,20,5,9,3,1,75.0,25.0,282.7714385986328,241.5723114013672
N16_clustered_T020,16,clustered,20,6,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N16_clustered_T020,16,clustered,20,7,17,5,2,125.0,50.0,317.6033935546875,238.67313385009766
N16_clustered_T020,16,clustered,20,8,19,1,3,25.0,75.0,270.46966552734375,268.8876037597656
N16_clustered_T020,16,clustered,20,9,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N16_clustered_T020,16,clustered,20,10,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N16_clustered_T020,16,clustered,20,11,24,0,4,0.0,100.0,263.58941650390625,285.3874206542969
N16_clustered_T020,16,clustered,20,12,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N16_clustered_T020,16,clustered,20,13,28,4,4,100.0,100.0,323.2547912597656,259.6943054199219
N16_clustered_T020,16,clustered,20,14,31,1,5,25.0,125.0,289.00128173828125,288.48399353027344
N16_clustered_T020,16,clustered,20,15,32,2,5,50.0,125.0,304.7375946044922,281.62342834472656
N16_clustered_T020,16,clustered,20,16,34,4,5,100.0,125.0,333.4026794433594,268.28565979003906
N16_clustered_T021,16,clustered,21,1,8,2,1,50.0,25.0,268.9395446777344,246.52076721191406
N16_clustered_T021,16,clustered,21,2,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N16_clustered_T021,16,clustered,21,3,16,4,2,100.0,50.0,304.5956115722656,243.9715118408203
N16_clustered_T021,16,clustered,21,4,19,1,3,25.0,75.0,270.46966552734375,268.8876037597656
N16_clustered_T021,16,clustered,21,5,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N16_clustered_T021,16,clustered,21,6,23,5,3,125.0,75.0,327.05821228027344,245.8694610595703
N16_clustered_T021,16,clustered,21,7,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N16_clustered_T021,16,clustered,21,8,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N16_clustered_T021,16,clustered,21,9,28,4,4,100.0,100.0,323.2547912597656,259.6943054199219
N16_clustered_T021,16,clustered,21,10,31,1,5,25.0,125.0,289.00128173828125,288.48399353027344
N16_clustered_T021,16,clustered,21,11,34,4,5,100.0,125.0,333.4026794433594,268.28565979003906
N16_clustered_T021,16,clustered,21,12,37,1,6,25.0,150.0,299.1462707519531,299.0100555419922
N16_clustered_T021,16,clustered,21,13,38,2,6,50.0,150.0,315.092529296875,291.53961181640625
N16_clustered_T021,16,clustered,21,14,40,4,6,100.0,150.0,344.27281188964844,277.3101501464844
N16_clustered_T021,16,clustered,21,15,41,5,6,125.0,150.0,357.9084167480469,270.3205261230469
N16_clustered_T021,16,clustered,21,16,47,5,7,125.0,175.0,369.9309844970703,279.62353515625
N16_clustered_T022,16,clustered,22,1,2,2,0,50.0,0.0,260.8468322753906,238.825927734375
N16_clustered_T022,16,clustered,22,2,8,2,1,50.0,25.0,268.9395446777344,246.52076721191406
N16_clustered_T022,16,clustered,22,3,9,3,1,75.0,25.0,282.7714385986328,241.5723114013672
N16_clustered_T022,16,clustered,22,4,13,1,2,25.0,50.0,262.1682434082031,260.2814483642578
N16_clustered_T022,16,clustered,22,5,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N16_clustered_T022,16,clustered,22,6,16,4,2,100.0,50.0,304.5956115722656,243.9715118408203
N16_clustered_T022,16,clustered,22,7,17,5,2,125.0,50.0,317.6033935546875,238.67313385009766
N16_clustered_T022,16,clustered,22,8,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N16_clustered_T022,16,clustered,22,9,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N16_clustered_T022,16,clustered,22,10,23,5,3,125.0,75.0,327.05821228027344,245.8694610595703
N16_clustered_T022,16,clustered,22,11,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N16_clustered_T022,16,clustered,22,12,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N16_clustered_T022,16,clustered,22,13,29,5,4,125.0,100.0,336.5635070800781,253.45867156982422
N16_clustered_T022,16,clustered,22,14,30,0,5,0.0,125.0,272.9045715332031,295.7793426513672
N16_clustered_T022,16,clustered,22,15,34,4,5,100.0,125.0,333.4026794433594,268.28565979003906
N16_clustered_T022,16,clustered,22,16,39,3,6,75.0,150.0,329.9949645996094,284.4437255859375
N16_clustered_T023,16,clustered,23,1,4,4,0,100.0,0.0,287.49256896972656,229.35186767578125
N16_clustered_T023,16,clustered,23,2,9,3,1,75.0,25.0,282.7714385986328,241.5723114013672
N16_clustered_T023,16,clustered,23,3,10,4,1,100.0,25.0,295.9626159667969,236.67150115966797
N16_clustered_T023,16,clustered,23,4,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N16_clustered_T023,16,clustered,23,5,16,4,2,100.0,50.0,304.5956115722656,243.9715118408203
N16_clustered_T023,16,clustered,23,6,17,5,2,125.0,50.0,317.6033935546875,238.67313385009766
N16_clustered_T023,16,clustered,23,7,19,1,3,25.0,75.0,270.46966552734375,268.8876037597656
N16_clustered_T023,16,clustered,23,8,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N16_clustered_T023,16,clustered,23,9,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N16_clustered_T023,16,clustered,23,10,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N16_clustered_T023,16,clustered,23,11,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N16_clustered_T023,16,clustered,23,12,29,5,4,125.0,100.0,336.5635070800781,253.45867156982422
N16_clustered_T023,16,clustered,23,13,31,1,5,25.0,125.0,289.00128173828125,288.48399353027344
N16_clustered_T023,16,clustered,23,14,32,2,5,50.0,125.0,304.7375946044922,281.62342834472656
N16_clustered_T023,16,clustered,23,15,40,4,6,100.0,150.0,344.27281188964844,277.3101501464844
N16_clustered_T023,16,clustered,23,16,47,5,7,125.0,175.0,369.9309844970703,279.62353515625
N16_clustered_T024,16,clustered,24,1,2,2,0,50.0,0.0,260.8468322753906,238.825927734375
N16_clustered_T024,16,clustered,24,2,7,1,1,25.0,25.0,254.33206176757812,251.9332275390625
N16_clustered_T024,16,clustered,24,3,9,3,1,75.0,25.0,282.7714385986328,241.5723114013672
N16_clustered_T024,16,clustered,24,4,10,4,1,100.0,25.0,295.9626159667969,236.67150115966797
N16_clustered_T024,16,clustered,24,5,13,1,2,25.0,50.0,262.1682434082031,260.2814483642578
N16_clustered_T024,16,clustered,24,6,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N16_clustered_T024,16,clustered,24,7,18,0,3,0.0,75.0,254.88031768798828,275.4424743652344
N16_clustered_T024,16,clustered,24,8,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N16_clustered_T024,16,clustered,24,9,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N16_clustered_T024,16,clustered,24,10,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N16_clustered_T024,16,clustered,24,11,31,1,5,25.0,125.0,289.00128173828125,288.48399353027344
N16_clustered_T024,16,clustered,24,12,32,2,5,50.0,125.0,304.7375946044922,281.62342834472656
N16_clustered_T024,16,clustered,24,13,37,1,6,25.0,150.0,299.1462707519531,299.0100555419922
N16_clustered_T024,16,clustered,24,14,38,2,6,50.0,150.0,315.092529296875,291.53961181640625
N16_clustered_T024,16,clustered,24,15,39,3,6,75.0,150.0,329.9949645996094,284.4437255859375
N16_clustered_T024,16,clustered,24,16,45,3,7,75.0,175.0,341.5081787109375,294.6528625488281
N16_clustered_T025,16,clustered,25,1,10,4,1,100.0,25.0,295.9626159667969,236.67150115966797
N16_clustered_T025,16,clustered,25,2,16,4,2,100.0,50.0,304.5956115722656,243.9715118408203
N16_clustered_T025,16,clustered,25,3,19,1,3,25.0,75.0,270.46966552734375,268.8876037597656
N16_clustered_T025,16,clustered,25,4,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N16_clustered_T025,16,clustered,25,5,23,5,3,125.0,75.0,327.05821228027344,245.8694610595703
N16_clustered_T025,16,clustered,25,6,24,0,4,0.0,100.0,263.58941650390625,285.3874206542969
N16_clustered_T025,16,clustered,25,7,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N16_clustered_T025,16,clustered,25,8,29,5,4,125.0,100.0,336.5635070800781,253.45867156982422
N16_clustered_T025,16,clustered,25,9,30,0,5,0.0,125.0,272.9045715332031,295.7793426513672
N16_clustered_T025,16,clustered,25,10,31,1,5,25.0,125.0,289.00128173828125,288.48399353027344
N16_clustered_T025,16,clustered,25,11,32,2,5,50.0,125.0,304.7375946044922,281.62342834472656
N16_clustered_T025,16,clustered,25,12,34,4,5,100.0,125.0,333.4026794433594,268.28565979003906
N16_clustered_T025,16,clustered,25,13,37,1,6,25.0,150.0,299.1462707519531,299.0100555419922
N16_clustered_T025,16,clustered,25,14,39,3,6,75.0,150.0,329.9949645996094,284.4437255859375
N16_clustered_T025,16,clustered,25,15,40,4,6,100.0,150.0,344.27281188964844,277.3101501464844
N16_clustered_T025,16,clustered,25,16,45,3,7,75.0,175.0,341.5081787109375,294.6528625488281
N16_clustered_T026,16,clustered,26,1,4,4,0,100.0,0.0,287.49256896972656,229.35186767578125
N16_clustered_T026,16,clustered,26,2,7,1,1,25.0,25.0,254.33206176757812,251.9332275390625
N16_clustered_T026,16,clustered,26,3,9,3,1,75.0,25.0,282.7714385986328,241.5723114013672
N16_clustered_T026,16,clustered,26,4,10,4,1,100.0,25.0,295.9626159667969,236.67150115966797
N16_clustered_T026,16,clustered,26,5,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N16_clustered_T026,16,clustered,26,6,19,1,3,25.0,75.0,270.46966552734375,268.8876037597656
N16_clustered_T026,16,clustered,26,7,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N16_clustered_T026,16,clustered,26,8,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N16_clustered_T026,16,clustered,26,9,23,5,3,125.0,75.0,327.05821228027344,245.8694610595703
N16_clustered_T026,16,clustered,26,10,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N16_clustered_T026,16,clustered,26,11,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N16_clustered_T026,16,clustered,26,12,31,1,5,25.0,125.0,289.00128173828125,288.48399353027344
N16_clustered_T026,16,clustered,26,13,32,2,5,50.0,125.0,304.7375946044922,281.62342834472656
N16_clustered_T026,16,clustered,26,14,34,4,5,100.0,125.0,333.4026794433594,268.28565979003906
N16_clustered_T026,16,clustered,26,15,38,2,6,50.0,150.0,315.092529296875,291.53961181640625
N16_clustered_T026,16,clustered,26,16,40,4,6,100.0,150.0,344.27281188964844,277.3101501464844
N16_clustered_T027,16,clustered,27,1,4,4,0,100.0,0.0,287.49256896972656,229.35186767578125
N16_clustered_T027,16,clustered,27,2,10,4,1,100.0,25.0,295.9626159667969,236.67150115966797
N16_clustered_T027,16,clustered,27,3,15,3,2,75.0,50.0,291.0152282714844,249.05162048339844
N16_clustered_T027,16,clustered,27,4,17,5,2,125.0,50.0,317.6033935546875,238.67313385009766
N16_clustered_T027,16,clustered,27,5,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N16_clustered_T027,16,clustered,27,6,23,5,3,125.0,75.0,327.05821228027344,245.8694610595703
N16_clustered_T027,16,clustered,27,7,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N16_clustered_T027,16,clustered,27,8,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N16_clustered_T027,16,clustered,27,9,29,5,4,125.0,100.0,336.5635070800781,253.45867156982422
N16_clustered_T027,16,clustered,27,10,30,0,5,0.0,125.0,272.9045715332031,295.7793426513672
N16_clustered_T027,16,clustered,27,11,31,1,5,25.0,125.0,289.00128173828125,288.48399353027344
N16_clustered_T027,16,clustered,27,12,32,2,5,50.0,125.0,304.7375946044922,281.62342834472656
N16_clustered_T027,16,clustered,27,13,34,4,5,100.0,125.0,333.4026794433594,268.28565979003906
N16_clustered_T027,16,clustered,27,14,38,2,6,50.0,150.0,315.092529296875,291.53961181640625
N16_clustered_T027,16,clustered,27,15,39,3,6,75.0,150.0,329.9949645996094,284.4437255859375
N16_clustered_T027,16,clustered,27,16,43,1,7,25.0,175.0,310.14788818359375,310.045654296875
N16_clustered_T028,16,clustered,28,1,10,4,1,100.0,25.0,295.9626159667969,236.67150115966797
N16_clustered_T028,16,clustered,28,2,17,5,2,125.0,50.0,317.6033935546875,238.67313385009766
N16_clustered_T028,16,clustered,28,3,19,1,3,25.0,75.0,270.46966552734375,268.8876037597656
N16_clustered_T028,16,clustered,28,4,20,2,3,50.0,75.0,285.5663757324219,262.820068359375
N16_clustered_T028,16,clustered,28,5,21,3,3,75.0,75.0,299.9363555908203,257.1285095214844
N16_clustered_T028,16,clustered,28,6,24,0,4,0.0,100.0,263.58941650390625,285.3874206542969
N16_clustered_T028,16,clustered,28,7,26,2,4,50.0,100.0,294.8157653808594,271.894287109375
N16_clustered_T028,16,clustered,28,8,27,3,4,75.0,100.0,309.4462432861328,265.77197265625
N16_clustered_T028,16,clustered,28,9,28,4,4,100.0,100.0,323.2547912597656,259.6943054199219
N16_clustered_T028,16,clustered,28,10,29,5,4,125.0,100.0,336.5635070800781,253.45867156982422
N16_clustered_T028,16,clustered,28,11,30,0,5,0.0,125.0,272.9045715332031,295.7793426513672
