run_id,height_gt_mm,model,source,n_expected_markers,n_accepted_markers,coverage,complete_five_marker_metric,xy_rmse_mm,xy_mean_mm,xy_p95_mm,inter_camera_disagreement_mean_mm
20260808_131913,5.0,PnP,ihawk1,5,5,1.0,1,6.605960257487178,5.501930144450907,10.37471306268242,5.8682143774500695
20260808_131913,5.0,PnP,ihawk2,5,5,1.0,1,4.021488106384301,3.9399737424862487,5.155118535316557,5.8682143774500695
20260808_131913,5.0,PnP,EqualFusion,5,5,1.0,1,4.471457636346103,3.9658477491118695,6.461846178064619,5.8682143774500695
20260808_131913,5.0,PnP,LOOWeightedFusion,5,5,1.0,1,3.9034901291266966,3.772071287104717,5.243876375883911,5.8682143774500695
20260808_131913,5.0,PnP,LOOWeightedGated,5,5,1.0,1,3.9034901291266966,3.772071287104717,5.243876375883911,5.8682143774500695
20260808_131913,10.0,Affine,ihawk1,5,5,1.0,1,16.573485059004792,14.201825615648607,22.07445464405262,14.565277986864057
20260808_131913,10.0,Affine,ihawk2,5,5,1.0,1,17.950383356344446,17.813288385259206,20.652649089165138,14.565277986864057
20260808_131913,10.0,Affine,EqualFusion,5,5,1.0,1,15.300581759063217,14.765844478260044,19.039936399653605,14.565277986864057
20260808_131913,10.0,Affine,LOOWeightedFusion,5,5,1.0,1,15.245458948675486,14.568303155518114,19.251522650109216,14.565277986864057
20260808_131913,10.0,Affine,LOOWeightedGated,5,2,0.4,0,18.266175525519948,18.204003692974524,19.559218981765174,14.565277986864057
20260808_131913,10.0,Homography,ihawk1,5,5,1.0,1,13.229807969771826,12.955383329339687,16.354378398135864,11.204596874079153
20260808_131913,10.0,Homography,ihawk2,5,5,1.0,1,13.481603500343585,13.29075222154545,16.179023755079676,11.204596874079153
20260808_131913,10.0,Homography,EqualFusion,5,5,1.0,1,12.120739558403157,11.841000443268468,15.06376256978918,11.204596874079153
20260808_131913,10.0,Homography,LOOWeightedFusion,5,5,1.0,1,12.579341046475099,12.350528485717579,15.368999887054313,11.204596874079153
20260808_131913,10.0,Homography,LOOWeightedGated,5,0,0.0,0,nan,nan,nan,11.204596874079153
20260808_131913,10.0,PnP,ihawk1,5,5,1.0,1,8.520431250456756,6.894241165751978,14.406069552914088,6.478836442509436
20260808_131913,10.0,PnP,ihawk2,5,5,1.0,1,6.235147588604909,6.0265079174029985,8.029517596651235,6.478836442509436
20260808_131913,10.0,PnP,EqualFusion,5,5,1.0,1,6.420420082317266,5.915465508593057,9.465934718884101,6.478836442509436
20260808_131913,10.0,PnP,LOOWeightedFusion,5,5,1.0,1,6.043829355690107,5.814367106255146,7.727125140065949,6.478836442509436
20260808_131913,10.0,PnP,LOOWeightedGated,5,5,1.0,1,6.043829355690107,5.814367106255146,7.727125140065949,6.478836442509436
20260808_131913,15.0,Affine,ihawk1,5,5,1.0,1,22.013277358462634,19.041137363324577,29.00910227385541,18.832794363327153
20260808_131913,15.0,Affine,ihawk2,5,5,1.0,1,21.434241234002243,21.286209318331995,23.337575910949507,18.832794363327153
20260808_131913,15.0,Affine,EqualFusion,5,5,1.0,1,19.042493702541307,17.94392193908582,24.903136332348,18.832794363327153
20260808_131913,15.0,Affine,LOOWeightedFusion,5,5,1.0,1,19.100201142082504,17.786868522706687,25.19816192642349,18.832794363327153
20260808_131913,15.0,Affine,LOOWeightedGated,5,2,0.4,0,23.834576174567353,23.73783679526108,25.668567698124114,18.832794363327153
20260808_131913,15.0,Homography,ihawk1,5,5,1.0,1,21.245749440972848,20.74382879942091,26.615060732168597,18.175921462821975
20260808_131913,15.0,Homography,ihawk2,5,5,1.0,1,18.76168580131337,18.448593564479037,22.93245874294735,18.175921462821975
20260808_131913,15.0,Homography,EqualFusion,5,5,1.0,1,17.861469610343388,17.356474530230212,22.765964541209826,18.175921462821975
20260808_131913,15.0,Homography,LOOWeightedFusion,5,5,1.0,1,17.794906690787634,17.395894078506345,22.15099109533117,18.175921462821975
20260808_131913,15.0,Homography,LOOWeightedGated,5,0,0.0,0,nan,nan,nan,18.175921462821975
20260808_131913,15.0,PnP,ihawk1,5,5,1.0,1,7.741190093271269,6.400888943543764,12.962926616214517,6.697683378791432
20260808_131913,15.0,PnP,ihawk2,5,5,1.0,1,6.010835015843663,5.775418853542453,7.725714067914852,6.697683378791432
20260808_131913,15.0,PnP,EqualFusion,5,5,1.0,1,5.847307758817478,5.247058876358473,8.516173613755859,6.697683378791432
20260808_131913,15.0,PnP,LOOWeightedFusion,5,5,1.0,1,5.71255041466578,5.438268889032034,7.340347203296423,6.697683378791432
